date,raw_daily,raw_weekly,prefecture
2015-12-27,37.0,73.0,Hokkaido
2015-12-28,34.0,73.0,Hokkaido
2015-12-29,0.0,73.0,Hokkaido
2015-12-30,76.0,73.0,Hokkaido
2015-12-31,0.0,73.0,Hokkaido
2016-01-01,29.0,73.0,Hokkaido
2016-01-02,66.0,73.0,Hokkaido
2016-01-03,21.0,73.0,Hokkaido
2016-01-04,0.0,73.0,Hokkaido
2016-01-05,20.0,73.0,Hokkaido
2016-01-06,20.0,73.0,Hokkaido
2016-01-07,40.0,73.0,Hokkaido
2016-01-08,80.0,73.0,Hokkaido
2016-01-09,40.0,73.0,Hokkaido
2016-01-10,20.0,65.0,Hokkaido
2016-01-11,20.0,65.0,Hokkaido
2016-01-12,0.0,65.0,Hokkaido
2016-01-13,20.0,65.0,Hokkaido
2016-01-14,100.0,65.0,Hokkaido
2016-01-15,0.0,65.0,Hokkaido
2016-01-16,63.0,65.0,Hokkaido
2016-01-17,0.0,40.0,Hokkaido
2016-01-18,20.0,40.0,Hokkaido
2016-01-19,0.0,40.0,Hokkaido
2016-01-20,60.0,40.0,Hokkaido
2016-01-21,0.0,40.0,Hokkaido
2016-01-22,0.0,40.0,Hokkaido
2016-01-23,41.0,40.0,Hokkaido
2016-01-24,82.0,61.0,Hokkaido
2016-01-25,21.0,61.0,Hokkaido
2016-01-26,21.0,61.0,Hokkaido
2016-01-27,20.0,61.0,Hokkaido
2016-01-28,21.0,61.0,Hokkaido
2016-01-29,21.0,61.0,Hokkaido
2016-01-30,20.0,61.0,Hokkaido
2016-01-31,81.0,92.0,Hokkaido
2016-02-01,40.0,92.0,Hokkaido
2016-02-02,40.0,92.0,Hokkaido
2016-02-03,41.0,92.0,Hokkaido
2016-02-04,20.0,92.0,Hokkaido
2016-02-05,20.0,92.0,Hokkaido
2016-02-06,39.0,92.0,Hokkaido
2016-02-07,0.0,77.0,Hokkaido
2016-02-08,59.0,77.0,Hokkaido
2016-02-09,39.0,77.0,Hokkaido
2016-02-10,60.0,77.0,Hokkaido
2016-02-11,39.0,77.0,Hokkaido
2016-02-12,19.0,77.0,Hokkaido
2016-02-13,38.0,77.0,Hokkaido
2016-02-14,56.0,51.0,Hokkaido
2016-02-15,0.0,51.0,Hokkaido
2016-02-16,20.0,51.0,Hokkaido
2016-02-17,39.0,51.0,Hokkaido
2016-02-18,20.0,51.0,Hokkaido
2016-02-19,20.0,51.0,Hokkaido
2016-02-20,0.0,51.0,Hokkaido
