raw_daily,raw_weekly,prefecture,date,symptoms_harmonized_daily
41,30,Chiba,2021.07.08,19.148352
41,30,Chiba,2021.07.09,19.148352
52,30,Chiba,2021.07.10,24.285713
45,38,Chiba,2021.07.11,21.312315
57,38,Chiba,2021.07.12,26.9956
49,38,Chiba,2021.07.13,23.206743
60,38,Chiba,2021.07.14,28.41642
26,38,Chiba,2021.07.15,12.313783
42,38,Chiba,2021.07.16,19.891495
62,38,Chiba,2021.07.17,29.363636
33,37,Chiba,2021.07.18,14.95461
54,37,Chiba,2021.07.19,24.47118
23,37,Chiba,2021.07.20,10.42291
54,37,Chiba,2021.07.21,24.47118
65,37,Chiba,2021.07.22,29.456051
54,37,Chiba,2021.07.23,24.47118
64,37,Chiba,2021.07.24,29.00288
49,41,Chiba,2021.07.25,23.201765
58,41,Chiba,2021.07.26,27.463312
43,41,Chiba,2021.07.27,20.360731
78,41,Chiba,2021.07.28,36.933418
60,41,Chiba,2021.07.29,28.410324
26,41,Chiba,2021.07.30,12.31114
54,41,Chiba,2021.07.31,25.569292
68,46,Chiba,2021.08.01,31.060747
63,46,Chiba,2021.08.02,28.776869
71,46,Chiba,2021.08.03,32.431072
45,46,Chiba,2021.08.04,20.554907
53,46,Chiba,2021.08.05,24.209112
69,46,Chiba,2021.08.06,31.517521
59,46,Chiba,2021.08.07,26.949766
53,36,Chiba,2021.08.08,23.991123
34,36,Chiba,2021.08.09,15.390532
58,36,Chiba,2021.08.10,26.254436
47,36,Chiba,2021.08.11,21.275146
67,36,Chiba,2021.08.12,30.328402
38,36,Chiba,2021.08.13,17.201183
41,36,Chiba,2021.08.14,18.559172
46,43,Chiba,2021.08.15,21.555128
56,43,Chiba,2021.08.16,26.241024
71,43,Chiba,2021.08.17,33.269871
56,43,Chiba,2021.08.18,26.241024
54,43,Chiba,2021.08.19,25.303844
42,43,Chiba,2021.08.20,19.680767
65,43,Chiba,2021.08.21,30.45833
88,44,Chiba,2021.08.22,40.432434
36,44,Chiba,2021.08.23,16.540541
54,44,Chiba,2021.08.24,24.810812
56,44,Chiba,2021.08.25,25.729731
51,44,Chiba,2021.08.26,23.432434
55,44,Chiba,2021.08.27,25.270271
67,44,Chiba,2021.08.28,30.783785
35,32,Chiba,2021.08.29,16.190477
51,32,Chiba,2021.08.30,23.591837
44,32,Chiba,2021.08.31,20.353743
38,32,Chiba,2021.09.01,17.578232
34,32,Chiba,2021.09.02,15.727891
49,32,Chiba,2021.09.03,22.666668
43,32,Chiba,2021.09.04,19.891157
40,33,Chiba,2021.09.05,18.699999
46,33,Chiba,2021.09.06,21.504999
31,33,Chiba,2021.09.07,14.492499
68,33,Chiba,2021.09.08,31.789999
44,33,Chiba,2021.09.09,20.569998
38,33,Chiba,2021.09.10,17.764999
33,33,Chiba,2021.09.11,15.4275
42,32,Chiba,2021.09.12,19.696554
46,32,Chiba,2021.09.13,21.572414
55,32,Chiba,2021.09.14,25.793104
37,32,Chiba,2021.09.15,17.351725
46,32,Chiba,2021.09.16,21.572414
37,32,Chiba,2021.09.17,17.351725
27,32,Chiba,2021.09.18,12.662069
33,30,Chiba,2021.09.19,15.583332
33,30,Chiba,2021.09.20,15.583332
35,30,Chiba,2021.09.21,16.527777
26,30,Chiba,2021.09.22,12.277777
65,30,Chiba,2021.09.23,30.694443
38,30,Chiba,2021.09.24,17.944443
40,30,Chiba,2021.09.25,18.888887
57,34,Chiba,2021.09.26,27.004917
54,34,Chiba,2021.09.27,25.583605
42,34,Chiba,2021.09.28,19.898359
30,34,Chiba,2021.09.29,14.213114
40,34,Chiba,2021.09.30,18.950819
34,34,Chiba,2021.10.01,16.108196
48,34,Chiba,2021.10.02,22.740984
43,27,Chiba,2021.10.03,19.580357
46,27,Chiba,2021.10.04,20.946428
35,27,Chiba,2021.10.05,15.9375
19,27,Chiba,2021.10.06,8.6517859
22,27,Chiba,2021.10.07,10.017857
28,27,Chiba,2021.10.08,12.75
59,27,Chiba,2021.10.09,26.86607
58,31,Chiba,2021.10.10,26.532986
35,31,Chiba,2021.10.11,16.011284
35,31,Chiba,2021.10.12,16.011284
27,31,Chiba,2021.10.13,12.351563
59,31,Chiba,2021.10.14,26.99045
23,31,Chiba,2021.10.15,10.521701
51,31,Chiba,2021.10.16,23.330729
36,42,Chiba,2021.10.17,17.227882
58,42,Chiba,2021.10.18,27.756033
32,42,Chiba,2021.10.19,15.313673
68,42,Chiba,2021.10.20,32.541557
60,42,Chiba,2021.10.21,28.713137
67,42,Chiba,2021.10.22,32.063004
52,42,Chiba,2021.10.23,24.884718
53,46,Chiba,2021.10.24,24.437496
58,46,Chiba,2021.10.25,26.742924
60,46,Chiba,2021.10.26,27.665092
47,46,Chiba,2021.10.27,21.670988
68,46,Chiba,2021.10.28,31.353771
60,46,Chiba,2021.10.29,27.665092
78,46,Chiba,2021.10.30,35.964622
55,49,Chiba,2021.10.31,25.913462
67,49,Chiba,2021.11.01,31.567305
67,49,Chiba,2021.11.02,31.567305
56,49,Chiba,2021.11.03,26.384613
80,49,Chiba,2021.11.04,37.692307
24,49,Chiba,2021.11.05,11.307692
93,49,Chiba,2021.11.06,43.817307
70,42,Chiba,2021.11.07,31.793892
63,42,Chiba,2021.11.08,28.614504
46,42,Chiba,2021.11.09,20.893131
67,42,Chiba,2021.11.10,30.431297
50,42,Chiba,2021.11.11,22.709925
35,42,Chiba,2021.11.12,15.896946
62,42,Chiba,2021.11.13,28.160307
60,36,Chiba,2021.11.14,26.92082
44,36,Chiba,2021.11.15,19.741934
50,36,Chiba,2021.11.16,22.434017
70,36,Chiba,2021.11.17,31.407623
32,36,Chiba,2021.11.18,14.357771
36,36,Chiba,2021.11.19,16.152493
49,36,Chiba,2021.11.20,21.985336
66,43,Chiba,2021.11.21,29.781481
78,43,Chiba,2021.11.22,35.196297
44,43,Chiba,2021.11.23,19.854322
68,43,Chiba,2021.11.24,30.68395
56,43,Chiba,2021.11.25,25.269136
44,43,Chiba,2021.11.26,19.854322
49,43,Chiba,2021.11.27,22.110495
67,45,Chiba,2021.11.28,31.253048
60,45,Chiba,2021.11.29,27.987804
100,45,Chiba,2021.11.30,46.646339
46,45,Chiba,2021.12.01,21.457315
24,45,Chiba,2021.12.02,11.195122
44,45,Chiba,2021.12.03,20.524389
69,45,Chiba,2021.12.04,32.185974
33,31,Chiba,2021.12.05,14.540969
39,31,Chiba,2021.12.06,17.184782
51,31,Chiba,2021.12.07,22.472404
46,31,Chiba,2021.12.08,20.269228
36,31,Chiba,2021.12.09,15.862875
40,31,Chiba,2021.12.10,17.625416
54,31,Chiba,2021.12.11,23.794312
43,36,Chiba,2021.12.12,19.293255
55,36,Chiba,2021.12.13,24.677418
47,36,Chiba,2021.12.14,21.087976
61,36,Chiba,2021.12.15,27.369499
52,36,Chiba,2021.12.16,23.331379
52,36,Chiba,2021.12.17,23.331379
31,36,Chiba,2021.12.18,13.909091
48,36,Chiba,2021.12.19,22.254545
64,36,Chiba,2021.12.20,29.672726
48,36,Chiba,2021.12.21,22.254545
43,36,Chiba,2021.12.22,19.936363
16,36,Chiba,2021.12.23,7.4181814
36,36,Chiba,2021.12.24,16.690908
75,36,Chiba,2021.12.25,34.772728
61,44,Chiba,2021.12.26,28.027027
49,44,Chiba,2021.12.27,22.513514
64,44,Chiba,2021.12.28,29.405405
52,44,Chiba,2021.12.29,23.891891
68,44,Chiba,2021.12.30,31.243244
44,44,Chiba,2021.12.31,20.216217
69,44,Chiba,2022.01.01,31.702702
0,33,Ehime,2017.12.31,0
50,33,Ehime,2018.01.01,45.327587
24,33,Ehime,2018.01.02,21.757242
24,33,Ehime,2018.01.03,21.757242
35,33,Ehime,2018.01.04,31.729311
0,33,Ehime,2018.01.05,0
12,33,Ehime,2018.01.06,10.878621
12,42,Ehime,2018.01.07,12.78726
33,42,Ehime,2018.01.08,35.164967
37,42,Ehime,2018.01.09,39.427387
12,42,Ehime,2018.01.10,12.78726
12,42,Ehime,2018.01.11,12.78726
13,42,Ehime,2018.01.12,13.852865
38,42,Ehime,2018.01.13,40.492992
37,57,Ehime,2018.01.14,35.297691
90,57,Ehime,2018.01.15,85.859245
37,57,Ehime,2018.01.16,35.297691
12,57,Ehime,2018.01.17,11.447899
13,57,Ehime,2018.01.18,12.401891
0,57,Ehime,2018.01.19,0
49,57,Ehime,2018.01.20,46.74559
49,63,Ehime,2018.01.21,48.990234
74,63,Ehime,2018.01.22,73.985252
12,63,Ehime,2018.01.23,11.997608
0,63,Ehime,2018.01.24,0
40,63,Ehime,2018.01.25,39.992031
39,63,Ehime,2018.01.26,38.992229
37,63,Ehime,2018.01.27,36.992626
36,58,Ehime,2018.01.28,33.004761
26,58,Ehime,2018.01.29,23.836771
26,58,Ehime,2018.01.30,23.836771
51,58,Ehime,2018.01.31,46.756748
62,58,Ehime,2018.02.01,56.841534
26,58,Ehime,2018.02.02,23.836771
25,58,Ehime,2018.02.03,22.919973
34,56,Ehime,2018.02.04,34.163364
25,56,Ehime,2018.02.05,25.120121
37,56,Ehime,2018.02.06,37.177776
12,56,Ehime,2018.02.07,12.057657
13,56,Ehime,2018.02.08,13.062463
65,56,Ehime,2018.02.09,65.312309
36,56,Ehime,2018.02.10,36.172974
59,31,Ehime,2018.02.11,54.778316
22,31,Ehime,2018.02.12,20.425814
0,31,Ehime,2018.02.13,0
13,31,Ehime,2018.02.14,12.069798
13,31,Ehime,2018.02.15,12.069798
26,31,Ehime,2018.02.16,24.139597
0,31,Ehime,2018.02.17,0
36,58,Ehime,2018.02.18,32.87431
25,58,Ehime,2018.02.19,22.829382
51,58,Ehime,2018.02.20,46.571934
13,58,Ehime,2018.02.21,11.871278
52,58,Ehime,2018.02.22,47.485111
13,58,Ehime,2018.02.23,11.871278
63,58,Ehime,2018.02.24,57.530037
24,60,Ehime,2018.02.25,23.999998
26,60,Ehime,2018.02.26,25.999998
39,60,Ehime,2018.02.27,39
25,60,Ehime,2018.02.28,25
100,60,Ehime,2018.03.01,100
13,60,Ehime,2018.03.02,12.999999
12,60,Ehime,2018.03.03,11.999999
72,71,Ehime,2018.03.04,78.62085
50,71,Ehime,2018.03.05,54.597809
26,71,Ehime,2018.03.06,28.390862
50,71,Ehime,2018.03.07,54.597809
36,71,Ehime,2018.03.08,39.310425
0,71,Ehime,2018.03.09,0
25,71,Ehime,2018.03.10,27.298904
0,52,Ehime,2018.03.11,0
13,52,Ehime,2018.03.12,13.199674
51,52,Ehime,2018.03.13,51.783333
52,52,Ehime,2018.03.14,52.798695
25,52,Ehime,2018.03.15,25.383987
38,52,Ehime,2018.03.16,38.58366
25,52,Ehime,2018.03.17,25.383987
24,50,Ehime,2018.03.18,21.53153
48,50,Ehime,2018.03.19,43.063061
24,50,Ehime,2018.03.20,21.53153
23,50,Ehime,2018.03.21,20.634384
26,50,Ehime,2018.03.22,23.325825
26,50,Ehime,2018.03.23,23.325825
51,50,Ehime,2018.03.24,45.754501
38,81,Ehime,2018.03.25,34.634743
63,81,Ehime,2018.03.26,57.420757
87,81,Ehime,2018.03.27,79.295326
25,81,Ehime,2018.03.28,22.786015
38,81,Ehime,2018.03.29,34.634743
65,81,Ehime,2018.03.30,59.243637
38,81,Ehime,2018.03.31,34.634743
38,69,Ehime,2018.04.01,35.047981
25,69,Ehime,2018.04.02,23.057882
50,69,Ehime,2018.04.03,46.115765
50,69,Ehime,2018.04.04,46.115765
87,69,Ehime,2018.04.05,80.241432
36,69,Ehime,2018.04.06,33.203354
12,69,Ehime,2018.04.07,11.067784
49,38,Ehime,2018.04.08,44.951313
13,38,Ehime,2018.04.09,11.925858
13,38,Ehime,2018.04.10,11.925858
26,38,Ehime,2018.04.11,23.851717
27,38,Ehime,2018.04.12,24.769089
0,38,Ehime,2018.04.13,0
37,38,Ehime,2018.04.14,33.942829
12,36,Ehime,2018.04.15,10.242857
13,36,Ehime,2018.04.16,11.096428
52,36,Ehime,2018.04.17,44.385712
13,36,Ehime,2018.04.18,11.096428
26,36,Ehime,2018.04.19,22.192856
39,36,Ehime,2018.04.20,33.289284
13,36,Ehime,2018.04.21,11.096428
12,35,Ehime,2018.04.22,10.863636
37,35,Ehime,2018.04.23,33.496212
12,35,Ehime,2018.04.24,10.863636
13,35,Ehime,2018.04.25,11.768939
26,35,Ehime,2018.04.26,23.537878
41,35,Ehime,2018.04.27,37.117424
13,35,Ehime,2018.04.28,11.768939
12,44,Ehime,2018.04.29,10.954166
48,44,Ehime,2018.04.30,43.816666
25,44,Ehime,2018.05.01,22.821178
24,44,Ehime,2018.05.02,21.908333
0,44,Ehime,2018.05.03,0
35,44,Ehime,2018.05.04,31.949652
48,44,Ehime,2018.05.05,43.816666
0,49,Ehime,2018.05.06,0
36,49,Ehime,2018.05.07,32.530556
12,49,Ehime,2018.05.08,10.843518
39,49,Ehime,2018.05.09,35.241436
53,49,Ehime,2018.05.10,47.892208
39,49,Ehime,2018.05.11,35.241436
37,49,Ehime,2018.05.12,33.434181
12,17,Ehime,2018.05.13,10.981081
0,17,Ehime,2018.05.14,0
12,17,Ehime,2018.05.15,10.981081
13,17,Ehime,2018.05.16,11.896172
25,17,Ehime,2018.05.17,22.877253
12,17,Ehime,2018.05.18,10.981081
0,17,Ehime,2018.05.19,0
13,23,Ehime,2018.05.20,10.447515
26,23,Ehime,2018.05.21,20.895029
38,23,Ehime,2018.05.22,30.538887
25,23,Ehime,2018.05.23,20.091373
0,23,Ehime,2018.05.24,0
0,23,Ehime,2018.05.25,0
12,23,Ehime,2018.05.26,9.6438599
25,29,Ehime,2018.05.27,23.289652
38,29,Ehime,2018.05.28,35.400272
37,29,Ehime,2018.05.29,34.468685
12,29,Ehime,2018.05.30,11.179032
0,29,Ehime,2018.05.31,0
0,29,Ehime,2018.06.01,0
12,29,Ehime,2018.06.02,11.179032
24,28,Ehime,2018.06.03,19.828148
24,28,Ehime,2018.06.04,19.828148
25,28,Ehime,2018.06.05,20.65432
25,28,Ehime,2018.06.06,20.65432
25,28,Ehime,2018.06.07,20.65432
0,28,Ehime,2018.06.08,0
12,28,Ehime,2018.06.09,9.9140739
69,49,Ehime,2018.06.10,63.228401
12,49,Ehime,2018.06.11,10.996244
11,49,Ehime,2018.06.12,10.07989
23,49,Ehime,2018.06.13,21.076134
24,49,Ehime,2018.06.14,21.992489
38,49,Ehime,2018.06.15,34.821438
36,49,Ehime,2018.06.16,32.988731
12,27,Ehime,2018.06.17,10.578689
12,27,Ehime,2018.06.18,10.578689
36,27,Ehime,2018.06.19,31.736063
12,27,Ehime,2018.06.20,10.578689
25,27,Ehime,2018.06.21,22.038933
25,27,Ehime,2018.06.22,22.038933
0,27,Ehime,2018.06.23,0
0,11,Ehime,2018.06.24,0
13,11,Ehime,2018.06.25,11.867013
0,11,Ehime,2018.06.26,0
0,11,Ehime,2018.06.27,0
0,11,Ehime,2018.06.28,0
12,11,Ehime,2018.06.29,10.954166
23,11,Ehime,2018.06.30,20.995485
15,15,Ehime,2018.07.01,10.184659
15,15,Ehime,2018.07.02,10.184659
0,15,Ehime,2018.07.03,0
46,15,Ehime,2018.07.04,31.232956
0,15,Ehime,2018.07.05,0
12,15,Ehime,2018.07.06,8.147727
0,15,Ehime,2018.07.07,0
40,53,Ehime,2018.07.08,29.01947
60,53,Ehime,2018.07.09,43.529205
63,53,Ehime,2018.07.10,45.705666
15,53,Ehime,2018.07.11,10.882301
32,53,Ehime,2018.07.12,23.215576
49,53,Ehime,2018.07.13,35.548851
32,53,Ehime,2018.07.14,23.215576
0,14,Ehime,2018.07.15,0
0,14,Ehime,2018.07.16,0
0,14,Ehime,2018.07.17,0
0,14,Ehime,2018.07.18,0
16,14,Ehime,2018.07.19,11.015637
49,14,Ehime,2018.07.20,33.73539
16,14,Ehime,2018.07.21,11.015637
75,49,Ehime,2018.07.22,53.621792
16,49,Ehime,2018.07.23,11.439316
30,49,Ehime,2018.07.24,21.448717
46,49,Ehime,2018.07.25,32.888035
61,49,Ehime,2018.07.26,43.612389
30,49,Ehime,2018.07.27,21.448717
15,49,Ehime,2018.07.28,10.724359
14,32,Ehime,2018.07.29,10.025468
15,32,Ehime,2018.07.30,10.741572
74,32,Ehime,2018.07.31,52.991756
0,32,Ehime,2018.08.01,0
28,32,Ehime,2018.08.02,20.050936
31,32,Ehime,2018.08.03,22.199249
16,32,Ehime,2018.08.04,11.457677
30,18,Ehime,2018.08.05,20.883493
29,18,Ehime,2018.08.06,20.187378
0,18,Ehime,2018.08.07,0
0,18,Ehime,2018.08.08,0
44,18,Ehime,2018.08.09,30.629124
0,18,Ehime,2018.08.10,0
0,18,Ehime,2018.08.11,0
0,25,Ehime,2018.08.12,0
42,25,Ehime,2018.08.13,33.194443
0,25,Ehime,2018.08.14,0
39,25,Ehime,2018.08.15,30.82341
0,25,Ehime,2018.08.16,0
0,25,Ehime,2018.08.17,0
45,25,Ehime,2018.08.18,35.565472
15,21,Ehime,2018.08.19,10.910869
14,21,Ehime,2018.08.20,10.183477
28,21,Ehime,2018.08.21,20.366955
15,21,Ehime,2018.08.22,10.910869
13,21,Ehime,2018.08.23,9.4560871
15,21,Ehime,2018.08.24,10.910869
15,21,Ehime,2018.08.25,10.910869
0,33,Ehime,2018.08.26,0
15,33,Ehime,2018.08.27,11.66716
31,33,Ehime,2018.08.28,24.112131
0,33,Ehime,2018.08.29,0
31,33,Ehime,2018.08.30,24.112131
62,33,Ehime,2018.08.31,48.224262
30,33,Ehime,2018.09.01,23.33432
44,48,Ehime,2018.09.02,31.043539
30,48,Ehime,2018.09.03,21.166048
13,48,Ehime,2018.09.04,9.1719551
32,48,Ehime,2018.09.05,22.57712
64,48,Ehime,2018.09.06,45.15424
31,48,Ehime,2018.09.07,21.871584
57,48,Ehime,2018.09.08,40.215496
13,30,Ehime,2018.09.09,9.1923075
30,30,Ehime,2018.09.10,21.213017
49,30,Ehime,2018.09.11,34.647926
15,30,Ehime,2018.09.12,10.606508
46,30,Ehime,2018.09.13,32.526627
16,30,Ehime,2018.09.14,11.313609
0,30,Ehime,2018.09.15,0
15,17,Ehime,2018.09.16,10.922043
0,17,Ehime,2018.09.17,0
0,17,Ehime,2018.09.18,0
16,17,Ehime,2018.09.19,11.650179
46,17,Ehime,2018.09.20,33.494263
0,17,Ehime,2018.09.21,0
16,17,Ehime,2018.09.22,11.650179
31,39,Ehime,2018.09.23,21.890226
29,39,Ehime,2018.09.24,20.477953
32,39,Ehime,2018.09.25,22.596363
32,39,Ehime,2018.09.26,22.596363
66,39,Ehime,2018.09.27,46.605
16,39,Ehime,2018.09.28,11.298182
14,39,Ehime,2018.09.29,9.8859081
12,38,Ehime,2018.09.30,8.1819811
65,38,Ehime,2018.10.01,44.319065
33,38,Ehime,2018.10.02,22.500448
65,38,Ehime,2018.10.03,44.319065
31,38,Ehime,2018.10.04,21.136787
16,38,Ehime,2018.10.05,10.909309
0,38,Ehime,2018.10.06,0
0,26,Ehime,2018.10.07,0
47,26,Ehime,2018.10.08,37.157505
0,26,Ehime,2018.10.09,0
32,26,Ehime,2018.10.10,25.298727
17,26,Ehime,2018.10.11,13.439949
35,26,Ehime,2018.10.12,27.670483
0,26,Ehime,2018.10.13,0
0,33,Ehime,2018.10.14,0
52,33,Ehime,2018.10.15,33.671921
66,33,Ehime,2018.10.16,42.737434
0,33,Ehime,2018.10.17,0
18,33,Ehime,2018.10.18,11.655664
17,33,Ehime,2018.10.19,11.008128
50,33,Ehime,2018.10.20,32.376846
50,46,Ehime,2018.10.21,38.656818
35,46,Ehime,2018.10.22,27.059774
49,46,Ehime,2018.10.23,37.883682
17,46,Ehime,2018.10.24,13.143318
52,46,Ehime,2018.10.25,40.203091
34,46,Ehime,2018.10.26,26.286636
0,46,Ehime,2018.10.27,0
0,33,Ehime,2018.10.28,0
49,33,Ehime,2018.10.29,34.629299
17,33,Ehime,2018.10.30,12.014247
35,33,Ehime,2018.10.31,24.735214
0,33,Ehime,2018.11.01,0
51,33,Ehime,2018.11.02,36.04274
34,33,Ehime,2018.11.03,24.028494
32,58,Ehime,2018.11.04,23.620022
16,58,Ehime,2018.11.05,11.810011
50,58,Ehime,2018.11.06,36.906284
65,58,Ehime,2018.11.07,47.978168
49,58,Ehime,2018.11.08,36.168156
34,58,Ehime,2018.11.09,25.096273
67,58,Ehime,2018.11.10,49.454418
16,42,Ehime,2018.11.11,12.392591
33,42,Ehime,2018.11.12,25.559719
49,42,Ehime,2018.11.13,37.952312
0,42,Ehime,2018.11.14,0
17,42,Ehime,2018.11.15,13.167129
51,42,Ehime,2018.11.16,39.501385
50,42,Ehime,2018.11.17,38.726849
0,35,Ehime,2018.11.18,0
17,35,Ehime,2018.11.19,11.909966
17,35,Ehime,2018.11.20,11.909966
34,35,Ehime,2018.11.21,23.819931
34,35,Ehime,2018.11.22,23.819931
48,35,Ehime,2018.11.23,33.628139
49,35,Ehime,2018.11.24,34.328728
48,35,Ehime,2018.11.25,37.177776
16,35,Ehime,2018.11.26,12.392592
16,35,Ehime,2018.11.27,12.392592
0,35,Ehime,2018.11.28,0
34,35,Ehime,2018.11.29,26.334259
50,35,Ehime,2018.11.30,38.726852
16,35,Ehime,2018.12.01,12.392592
15,32,Ehime,2018.12.02,11.95
0,32,Ehime,2018.12.03,0
16,32,Ehime,2018.12.04,12.746666
48,32,Ehime,2018.12.05,38.239998
64,32,Ehime,2018.12.06,50.986664
17,32,Ehime,2018.12.07,13.543332
0,32,Ehime,2018.12.08,0
33,30,Ehime,2018.12.09,23.613771
34,30,Ehime,2018.12.10,24.32934
17,30,Ehime,2018.12.11,12.16467
17,30,Ehime,2018.12.12,12.16467
17,30,Ehime,2018.12.13,12.16467
32,30,Ehime,2018.12.14,22.898203
17,30,Ehime,2018.12.15,12.16467
0,35,Ehime,2018.12.16,0
15,35,Ehime,2018.12.17,10.835492
45,35,Ehime,2018.12.18,32.506474
0,35,Ehime,2018.12.19,0
50,35,Ehime,2018.12.20,36.118305
34,35,Ehime,2018.12.21,24.560448
49,35,Ehime,2018.12.22,35.395939
32,53,Ehime,2018.12.23,22.444296
0,53,Ehime,2018.12.24,0
68,53,Ehime,2018.12.25,47.694126
100,53,Ehime,2018.12.26,70.138428
35,53,Ehime,2018.12.27,24.548449
50,53,Ehime,2018.12.28,35.069214
16,53,Ehime,2018.12.29,11.222148
0,32,Ehime,2018.12.30,0
14,32,Ehime,2018.12.31,12.656264
15,32,Ehime,2019.01.01,13.560284
14,32,Ehime,2019.01.02,12.656264
28,32,Ehime,2019.01.03,25.312529
56,32,Ehime,2019.01.04,50.625057
14,32,Ehime,2019.01.05,12.656264
14,37,Ehime,2019.01.06,11.399816
15,37,Ehime,2019.01.07,12.214088
77,37,Ehime,2019.01.08,62.698986
31,37,Ehime,2019.01.09,25.242449
15,37,Ehime,2019.01.10,12.214088
0,37,Ehime,2019.01.11,0
29,37,Ehime,2019.01.12,23.613903
15,47,Ehime,2019.01.13,12.481111
43,47,Ehime,2019.01.14,35.779186
15,47,Ehime,2019.01.15,12.481111
30,47,Ehime,2019.01.16,24.962221
31,47,Ehime,2019.01.17,25.794294
61,47,Ehime,2019.01.18,50.756519
30,47,Ehime,2019.01.19,24.962221
13,30,Ehime,2019.01.20,11.858778
15,30,Ehime,2019.01.21,13.683206
0,30,Ehime,2019.01.22,0
59,30,Ehime,2019.01.23,53.82061
15,30,Ehime,2019.01.24,13.683206
15,30,Ehime,2019.01.25,13.683206
14,30,Ehime,2019.01.26,12.770992
44,36,Ehime,2019.01.27,35.647457
15,36,Ehime,2019.01.28,12.152542
0,36,Ehime,2019.01.29,0
30,36,Ehime,2019.01.30,24.305084
73,36,Ehime,2019.01.31,59.142372
0,36,Ehime,2019.02.01,0
15,36,Ehime,2019.02.02,12.152542
67,51,Ehime,2019.02.03,56.712711
15,51,Ehime,2019.02.04,12.696876
14,51,Ehime,2019.02.05,11.850417
43,51,Ehime,2019.02.06,36.397709
29,51,Ehime,2019.02.07,24.547291
44,51,Ehime,2019.02.08,37.244167
28,51,Ehime,2019.02.09,23.700834
0,54,Ehime,2019.02.10,0
13,54,Ehime,2019.02.11,11.096428
74,54,Ehime,2019.02.12,63.164284
74,54,Ehime,2019.02.13,63.164284
46,54,Ehime,2019.02.14,39.264286
45,54,Ehime,2019.02.15,38.410713
0,54,Ehime,2019.02.16,0
15,49,Ehime,2019.02.17,11.901423
0,49,Ehime,2019.02.18,0
69,49,Ehime,2019.02.19,54.74654
30,49,Ehime,2019.02.20,23.802845
59,49,Ehime,2019.02.21,46.812263
44,49,Ehime,2019.02.22,34.910839
29,49,Ehime,2019.02.23,23.009417
59,81,Ehime,2019.02.24,45.650719
30,81,Ehime,2019.02.25,23.212229
91,81,Ehime,2019.02.26,70.410431
44,81,Ehime,2019.02.27,34.044605
45,81,Ehime,2019.02.28,34.818344
48,81,Ehime,2019.03.01,37.139568
100,81,Ehime,2019.03.02,77.3741
97,100,Ehime,2019.03.03,84.733185
59,100,Ehime,2019.03.04,51.538738
77,100,Ehime,2019.03.05,67.262421
43,100,Ehime,2019.03.06,37.56213
89,100,Ehime,2019.03.07,77.744881
61,100,Ehime,2019.03.08,53.285812
30,100,Ehime,2019.03.09,26.206137
42,39,Ehime,2019.03.10,31.6733
45,39,Ehime,2019.03.11,33.93568
0,39,Ehime,2019.03.12,0
15,39,Ehime,2019.03.13,11.311893
60,39,Ehime,2019.03.14,45.247574
15,39,Ehime,2019.03.15,11.311893
29,39,Ehime,2019.03.16,21.869661
43,43,Ehime,2019.03.17,37.197891
15,43,Ehime,2019.03.18,12.976008
41,43,Ehime,2019.03.19,35.467758
14,43,Ehime,2019.03.20,12.110942
56,43,Ehime,2019.03.21,48.443768
0,43,Ehime,2019.03.22,0
29,43,Ehime,2019.03.23,25.086952
25,54,Ehime,2019.03.24,23.482531
30,54,Ehime,2019.03.25,28.179035
15,54,Ehime,2019.03.26,14.089518
58,54,Ehime,2019.03.27,54.479469
14,54,Ehime,2019.03.28,13.150217
59,54,Ehime,2019.03.29,55.418774
28,54,Ehime,2019.03.30,26.300434
30,41,Ehime,2019.03.31,22.474771
28,41,Ehime,2019.04.01,20.976452
15,41,Ehime,2019.04.02,11.237386
30,41,Ehime,2019.04.03,22.474771
14,41,Ehime,2019.04.04,10.488226
59,41,Ehime,2019.04.05,44.200382
42,41,Ehime,2019.04.06,31.464678
14,34,Ehime,2019.04.07,11.561381
45,34,Ehime,2019.04.08,37.161583
15,34,Ehime,2019.04.09,12.387194
29,34,Ehime,2019.04.10,23.948576
15,34,Ehime,2019.04.11,12.387194
31,34,Ehime,2019.04.12,25.600203
15,34,Ehime,2019.04.13,12.387194
69,46,Ehime,2019.04.14,66.194237
46,46,Ehime,2019.04.15,44.12949
15,46,Ehime,2019.04.16,14.390052
0,46,Ehime,2019.04.17,0
31,46,Ehime,2019.04.18,29.739441
15,46,Ehime,2019.04.19,14.390052
15,46,Ehime,2019.04.20,14.390052
29,47,Ehime,2019.04.21,23.202066
44,47,Ehime,2019.04.22,35.203133
44,47,Ehime,2019.04.23,35.203133
43,47,Ehime,2019.04.24,34.403065
0,47,Ehime,2019.04.25,0
30,47,Ehime,2019.04.26,24.002136
44,47,Ehime,2019.04.27,35.203133
84,60,Ehime,2019.04.28,63.132072
52,60,Ehime,2019.04.29,39.08176
37,60,Ehime,2019.04.30,27.808176
52,60,Ehime,2019.05.01,39.08176
39,60,Ehime,2019.05.02,29.311321
0,60,Ehime,2019.05.03,0
54,60,Ehime,2019.05.04,40.584904
27,40,Ehime,2019.05.05,21.297028
41,40,Ehime,2019.05.06,32.339931
30,40,Ehime,2019.05.07,23.663364
45,40,Ehime,2019.05.08,35.495049
15,40,Ehime,2019.05.09,11.831682
30,40,Ehime,2019.05.10,23.663364
14,40,Ehime,2019.05.11,11.042903
