date,raw_daily,raw_weekly,pollen_harmonized_daily
2019.04.26,8,15,6.4653068
2019.04.27,9,15,7.2734699
2019.04.28,10,10,8.1230783
2019.04.29,9,10,7.3107705
2019.04.30,6,10,4.873847
2019.05.01,7,10,5.6861544
2019.05.02,10,10,8.1230783
2019.05.03,12,10,9.747694
2019.05.04,11,10,8.9353857
2019.05.05,12,12,10.137602
2019.05.06,11,12,9.2928009
2019.05.07,11,12,9.2928009
2019.05.08,11,12,9.2928009
2019.05.09,10,12,8.4480009
2019.05.10,11,12,9.2928009
2019.05.11,9,12,7.6032009
2019.05.12,10,9,7.9200015
2019.05.13,10,9,7.9200015
2019.05.14,8,9,6.3360009
2019.05.15,8,9,6.3360009
2019.05.16,8,9,6.3360009
2019.05.17,9,9,7.1280012
2019.05.18,7,9,5.5440006
2019.05.19,9,9,7.5031581
2019.05.20,8,9,6.6694741
2019.05.21,6,9,5.0021052
2019.05.22,7,9,5.8357897
2019.05.23,9,9,7.5031581
2019.05.24,9,9,7.5031581
2019.05.25,9,9,7.5031581
2019.05.26,8,6,6.4984617
2019.05.27,8,6,6.4984617
2019.05.28,5,6,4.0615387
2019.05.29,5,6,4.0615387
2019.05.30,5,6,4.0615387
2019.05.31,4,6,3.2492309
2019.06.01,4,6,3.2492309
2019.06.02,4,4,3.8400004
2019.06.03,4,4,3.8400004
2019.06.04,3,4,2.8800001
2019.06.05,4,4,3.8400004
2019.06.06,3,4,2.8800001
2019.06.07,2,4,1.9200002
2019.06.08,2,4,1.9200002
2019.06.09,3,3,2.6400003
2019.06.10,2,3,1.7600001
2019.06.11,3,3,2.6400003
2019.06.12,3,3,2.6400003
2019.06.13,3,3,2.6400003
2019.06.14,2,3,1.7600001
2019.06.15,2,3,1.7600001
2019.06.16,2,2,1.4080001
2019.06.17,3,2,2.1120002
2019.06.18,3,2,2.1120002
2019.06.19,2,2,1.4080001
2019.06.20,2,2,1.4080001
2019.06.21,2,2,1.4080001
2019.06.22,1,2,.70400006
2019.06.23,2,2,1.5085716
2019.06.24,2,2,1.5085716
2019.06.25,3,2,2.2628574
2019.06.26,2,2,1.5085716
2019.06.27,2,2,1.5085716
2019.06.28,1,2,.75428581
2019.06.29,2,2,1.5085716
2019.06.30,1,2,.88000005
2019.07.01,2,2,1.7600001
2019.07.02,1,2,.88000005
2019.07.03,1,2,.88000005
2019.07.04,3,2,2.6400003
2019.07.05,2,2,1.7600001
2019.07.06,2,2,1.7600001
2019.07.07,32,2,1.6091431
2019.07.08,26,2,1.3074288
2019.07.09,30,2,1.5085716
2019.07.10,39,2,1.9611431
2019.07.11,33,2,1.6594287
2019.07.12,25,2,1.257143
2019.07.13,25,2,1.257143
2019.07.14,23,1,.66725284
2019.07.15,24,1,.69626385
2019.07.16,24,1,.69626385
2019.07.17,29,1,.84131885
2019.07.18,28,1,.81230783
2019.07.19,29,1,.84131885
2019.07.20,25,1,.7252748
2019.07.21,19,1,.57655174
2019.07.22,24,1,.7282759
2019.07.23,36,1,1.0924139
2019.07.24,21,1,.63724142
2019.07.25,29,1,.88000005
2019.07.26,24,1,.7282759
2019.07.27,21,1,.63724142
2019.07.28,28,1,.8034783
2019.07.29,29,1,.832174
2019.07.30,24,1,.68869567
2019.07.31,28,1,.8034783
2019.08.01,26,1,.74608701
2019.08.02,23,1,.66000003
2019.08.03,26,1,.74608701
2019.08.04,30,2,1.703226
2019.08.05,30,2,1.703226
2019.08.06,30,2,1.703226
2019.08.07,27,2,1.5329033
2019.08.08,23,2,1.3058066
2019.08.09,23,2,1.3058066
2019.08.10,23,2,1.3058066
2019.08.11,28,2,1.5727661
2019.08.12,26,2,1.4604257
2019.08.13,33,2,1.8536172
2019.08.14,20,2,1.1234043
2019.08.15,26,2,1.4604257
2019.08.16,31,2,1.7412767
2019.08.17,24,2,1.3480853
2019.08.18,32,2,1.1189405
2019.08.19,29,2,1.0140399
2019.08.20,34,2,1.1888744
2019.08.21,32,2,1.1189405
2019.08.22,36,2,1.2588081
2019.08.23,85,2,2.9721859
2019.08.24,54,2,1.8882122
2019.08.25,52,3,2.6231852
2019.08.26,59,3,2.976306
2019.08.27,49,3,2.4718473
2019.08.28,36,3,1.8160511
2019.08.29,49,3,2.4718473
2019.08.30,38,3,1.916943
2019.08.31,31,3,1.5638218
2019.09.01,39,3,1.8063159
2019.09.02,54,3,2.5010529
2019.09.03,52,3,2.4084213
2019.09.04,53,3,2.4547372
2019.09.05,45,3,2.0842106
2019.09.06,52,3,2.4084213
2019.09.07,47,3,2.1768422
2019.09.08,36,3,1.5928493
2019.09.09,52,3,2.3007824
2019.09.10,47,3,2.0795534
2019.09.11,49,3,2.1680448
2019.09.12,57,3,2.5220115
2019.09.13,56,3,2.4777656
2019.09.14,61,3,2.6989946
2019.09.15,54,4,2.4526453
2019.09.16,53,4,2.4072258
2019.09.17,73,4,3.3156133
2019.09.18,65,4,2.9522583
2019.09.19,78,4,3.5427098
2019.09.20,74,4,3.3610327
2019.09.21,68,4,3.0885165
2019.09.22,62,4,2.7860427
2019.09.23,46,4,2.0670638
2019.09.24,80,4,3.5948939
2019.09.25,85,4,3.8195746
2019.09.26,72,4,3.2354045
2019.09.27,70,4,3.1455321
2019.09.28,55,4,2.4714894
2019.09.29,52,3,1.9943827
2019.09.30,51,3,1.9560292
2019.10.01,60,3,2.3012106
2019.10.02,70,3,2.684746
2019.10.03,65,3,2.4929783
2019.10.04,53,3,2.0327361
2019.10.05,62,3,2.377918
2019.10.06,59,3,2.348141
2019.10.07,70,3,2.7859299
2019.10.08,59,3,2.348141
2019.10.09,76,3,3.024724
2019.10.10,76,3,3.024724
2019.10.11,37,3,1.472563
2019.10.12,21,3,.83577901
2019.10.13,40,3,1.6500002
2019.10.14,50,3,2.0625002
2019.10.15,70,3,2.8875003
2019.10.16,75,3,3.0937502
2019.10.17,69,3,2.8462503
2019.10.18,42,3,1.7325002
2019.10.19,38,3,1.5675001
2019.10.20,64,3,2.4847062
2019.10.21,46,3,1.7858826
2019.10.22,65,3,2.5235295
2019.10.23,79,3,3.067059
2019.10.24,55,3,2.1352942
2019.10.25,49,3,1.9023533
2019.10.26,50,3,1.9411768
2019.10.27,55,4,2.5417945
2019.10.28,74,4,3.4198692
2019.10.29,67,4,3.0963681
2019.10.30,71,4,3.2812259
2019.10.31,64,4,2.9577248
2019.11.01,60,4,2.772867
2019.11.02,66,4,3.0501535
2019.11.03,65,4,2.4602153
2019.11.04,86,4,3.255054
2019.11.05,100,4,3.7849464
2019.11.06,98,4,3.7092476
2019.11.07,69,4,2.611613
2019.11.08,62,4,2.3466668
2019.11.09,78,4,2.9522583
2019.11.10,55,3,2.0792365
2019.11.11,66,3,2.4950838
2019.11.12,64,3,2.4194753
2019.11.13,58,3,2.1926496
2019.11.14,67,3,2.5328882
2019.11.15,64,3,2.4194753
2019.11.16,45,3,1.7011935
2019.11.17,58,3,2.5734456
2019.11.18,62,3,2.7509246
2019.11.19,61,3,2.7065549
2019.11.20,54,3,2.3959665
2019.11.21,48,3,2.1297481
2019.11.22,36,3,1.5973111
2019.11.23,38,3,1.6860505
2019.11.24,34,2,1.2868818
2019.11.25,40,2,1.5139785
2019.11.26,71,2,2.6873119
2019.11.27,32,2,1.2111828
2019.11.28,27,2,1.0219355
2019.11.29,42,2,1.5896775
2019.11.30,33,2,1.2490324
2019.12.01,58,3,2.8981705
2019.12.02,46,3,2.2985489
2019.12.03,40,3,1.9987384
2019.12.04,47,3,2.3485174
2019.12.05,54,3,2.6982968
2019.12.06,41,3,2.0487068
2019.12.07,31,3,1.5490222
2019.12.08,40,2,1.612214
2019.12.09,42,2,1.6928246
2019.12.10,41,2,1.6525193
2019.12.11,37,2,1.491298
2019.12.12,33,2,1.3300765
2019.12.13,35,2,1.4106872
2019.12.14,34,2,1.3703818
2019.12.15,41,2,1.64
2019.12.16,46,2,1.84
2019.12.17,39,2,1.5600001
2019.12.18,38,2,1.5200001
2019.12.19,43,2,1.7200001
2019.12.20,31,2,1.2400001
2019.12.21,26,2,1.0400001
2019.12.22,23,2,1.0794668
2019.12.23,34,2,1.5957335
2019.12.24,37,2,1.7365335
2019.12.25,28,2,1.3141335
2019.12.26,31,2,1.4549335
2019.12.27,42,2,1.9712003
2019.12.28,30,2,1.4080001
2019.12.29,29,2,1.2499593
2019.12.30,24,2,1.0344491
2019.12.31,25,2,1.0775511
2020.01.01,32,2,1.3792654
2020.01.02,32,2,1.3792654
2020.01.03,51,2,2.1982043
2020.01.04,52,2,2.2413063
