raw_daily,raw_weekly,prefecture,date,pollen_harmonized_daily
1,3,Ibaraki,2019.06.10,.74571431
3,3,Ibaraki,2019.06.11,2.237143
1,3,Ibaraki,2019.06.12,.74571431
3,3,Ibaraki,2019.06.13,2.237143
0,3,Ibaraki,2019.06.14,0
2,3,Ibaraki,2019.06.15,1.4914286
3,3,Ibaraki,2019.06.16,2.0880003
3,3,Ibaraki,2019.06.17,2.0880003
2,3,Ibaraki,2019.06.18,1.3920002
1,3,Ibaraki,2019.06.19,.6960001
0,3,Ibaraki,2019.06.20,0
3,3,Ibaraki,2019.06.21,2.0880003
3,3,Ibaraki,2019.06.22,2.0880003
2,2,Ibaraki,2019.06.23,1.16
1,2,Ibaraki,2019.06.24,.57999998
2,2,Ibaraki,2019.06.25,1.16
4,2,Ibaraki,2019.06.26,2.3199999
1,2,Ibaraki,2019.06.27,.57999998
1,2,Ibaraki,2019.06.28,.57999998
1,2,Ibaraki,2019.06.29,.57999998
2,2,Ibaraki,2019.06.30,1.5466667
0,2,Ibaraki,2019.07.01,0
0,2,Ibaraki,2019.07.02,0
5,2,Ibaraki,2019.07.03,3.8666668
0,2,Ibaraki,2019.07.04,0
2,2,Ibaraki,2019.07.05,1.5466667
0,2,Ibaraki,2019.07.06,0
0,0,Ibaraki,2019.07.07,0
0,0,Ibaraki,2019.07.08,0
0,0,Ibaraki,2019.07.09,0
19,0,Ibaraki,2019.07.10,0
0,0,Ibaraki,2019.07.11,0
19,0,Ibaraki,2019.07.12,0
17,0,Ibaraki,2019.07.13,0
17,1,Ibaraki,2019.07.14,.82166672
0,1,Ibaraki,2019.07.15,0
18,1,Ibaraki,2019.07.16,.87000006
19,1,Ibaraki,2019.07.17,.91833335
0,1,Ibaraki,2019.07.18,0
0,1,Ibaraki,2019.07.19,0
18,1,Ibaraki,2019.07.20,.87000006
0,1,Ibaraki,2019.07.21,0
36,1,Ibaraki,2019.07.22,.75469887
56,1,Ibaraki,2019.07.23,1.1739761
37,1,Ibaraki,2019.07.24,.77566272
0,1,Ibaraki,2019.07.25,0
19,1,Ibaraki,2019.07.26,.39831328
18,1,Ibaraki,2019.07.27,.37734944
0,1,Ibaraki,2019.07.28,0
19,1,Ibaraki,2019.07.29,.85870135
19,1,Ibaraki,2019.07.30,.85870135
0,1,Ibaraki,2019.07.31,0
0,1,Ibaraki,2019.08.01,0
39,1,Ibaraki,2019.08.02,1.7625976
0,1,Ibaraki,2019.08.03,0
53,1,Ibaraki,2019.08.04,1.4409375
38,1,Ibaraki,2019.08.05,1.0331249
19,1,Ibaraki,2019.08.06,.51656246
0,1,Ibaraki,2019.08.07,0
0,1,Ibaraki,2019.08.08,0
18,1,Ibaraki,2019.08.09,.489375
0,1,Ibaraki,2019.08.10,0
17,1,Ibaraki,2019.08.11,.45160308
16,1,Ibaraki,2019.08.12,.42503822
17,1,Ibaraki,2019.08.13,.45160308
15,1,Ibaraki,2019.08.14,.39847335
33,1,Ibaraki,2019.08.15,.87664127
16,1,Ibaraki,2019.08.16,.42503822
17,1,Ibaraki,2019.08.17,.45160308
35,2,Ibaraki,2019.08.18,1.230303
54,2,Ibaraki,2019.08.19,1.8981819
0,2,Ibaraki,2019.08.20,0
18,2,Ibaraki,2019.08.21,.63272732
0,2,Ibaraki,2019.08.22,0
73,2,Ibaraki,2019.08.23,2.5660605
18,2,Ibaraki,2019.08.24,.63272732
37,2,Ibaraki,2019.08.25,1.4306668
37,2,Ibaraki,2019.08.26,1.4306668
18,2,Ibaraki,2019.08.27,.6960001
18,2,Ibaraki,2019.08.28,.6960001
18,2,Ibaraki,2019.08.29,.6960001
0,2,Ibaraki,2019.08.30,0
52,2,Ibaraki,2019.08.31,2.0106668
34,2,Ibaraki,2019.09.01,.97785127
17,2,Ibaraki,2019.09.02,.48892564
50,2,Ibaraki,2019.09.03,1.4380165
35,2,Ibaraki,2019.09.04,1.0066116
0,2,Ibaraki,2019.09.05,0
52,2,Ibaraki,2019.09.06,1.4955372
54,2,Ibaraki,2019.09.07,1.5530578
0,2,Ibaraki,2019.09.08,0
46,2,Ibaraki,2019.09.09,1.7986517
19,2,Ibaraki,2019.09.10,.74292135
19,2,Ibaraki,2019.09.11,.74292135
57,2,Ibaraki,2019.09.12,2.2287641
19,2,Ibaraki,2019.09.13,.74292135
18,2,Ibaraki,2019.09.14,.70382023
51,2,Ibaraki,2019.09.15,1.6509769
16,2,Ibaraki,2019.09.16,.51795352
37,2,Ibaraki,2019.09.17,1.1977675
0,2,Ibaraki,2019.09.18,0
59,2,Ibaraki,2019.09.19,1.9099536
0,2,Ibaraki,2019.09.20,0
52,2,Ibaraki,2019.09.21,1.6833489
100,2,Ibaraki,2019.09.22,2.6463878
34,2,Ibaraki,2019.09.23,.89977187
18,2,Ibaraki,2019.09.24,.4763498
38,2,Ibaraki,2019.09.25,1.0056274
20,2,Ibaraki,2019.09.26,.52927756
19,2,Ibaraki,2019.09.27,.5028137
34,2,Ibaraki,2019.09.28,.89977187
65,3,Ibaraki,2019.09.29,1.8902508
37,3,Ibaraki,2019.09.30,1.075989
57,3,Ibaraki,2019.10.01,1.6576046
38,3,Ibaraki,2019.10.02,1.1050698
19,3,Ibaraki,2019.10.03,.55253488
75,3,Ibaraki,2019.10.04,2.1810586
68,3,Ibaraki,2019.10.05,1.9774932
82,3,Ibaraki,2019.10.06,2.8824246
54,3,Ibaraki,2019.10.07,1.898182
37,3,Ibaraki,2019.10.08,1.3006063
76,3,Ibaraki,2019.10.09,2.6715155
37,3,Ibaraki,2019.10.10,1.3006063
0,3,Ibaraki,2019.10.11,0
11,3,Ibaraki,2019.10.12,.38666672
14,2,Ibaraki,2019.10.13,.40769878
16,2,Ibaraki,2019.10.14,.46594146
76,2,Ibaraki,2019.10.15,2.2132218
59,2,Ibaraki,2019.10.16,1.7181592
38,2,Ibaraki,2019.10.17,1.1066109
19,2,Ibaraki,2019.10.18,.55330545
17,2,Ibaraki,2019.10.19,.4950628
18,2,Ibaraki,2019.10.20,.69988829
0,2,Ibaraki,2019.10.21,0
32,2,Ibaraki,2019.10.22,1.2442459
77,2,Ibaraki,2019.10.23,2.9939668
19,2,Ibaraki,2019.10.24,.73877102
33,2,Ibaraki,2019.10.25,1.2831285
0,2,Ibaraki,2019.10.26,0
0,2,Ibaraki,2019.10.27,0
37,2,Ibaraki,2019.10.28,1.051102
38,2,Ibaraki,2019.10.29,1.0795103
19,2,Ibaraki,2019.10.30,.53975517
19,2,Ibaraki,2019.10.31,.53975517
96,2,Ibaraki,2019.11.01,2.7271838
36,2,Ibaraki,2019.11.02,1.022694
35,3,Ibaraki,2019.11.03,1.0150001
54,3,Ibaraki,2019.11.04,1.5660001
78,3,Ibaraki,2019.11.05,2.2620003
39,3,Ibaraki,2019.11.06,1.1310002
78,3,Ibaraki,2019.11.07,2.2620003
39,3,Ibaraki,2019.11.08,1.1310002
37,3,Ibaraki,2019.11.09,1.0730001
17,2,Ibaraki,2019.11.10,.53297299
56,2,Ibaraki,2019.11.11,1.7556758
55,2,Ibaraki,2019.11.12,1.7243243
0,2,Ibaraki,2019.11.13,0
39,2,Ibaraki,2019.11.14,1.2227029
19,2,Ibaraki,2019.11.15,.59567571
36,2,Ibaraki,2019.11.16,1.1286488
17,2,Ibaraki,2019.11.17,.58285719
18,2,Ibaraki,2019.11.18,.61714286
75,2,Ibaraki,2019.11.19,2.5714288
39,2,Ibaraki,2019.11.20,1.3371428
20,2,Ibaraki,2019.11.21,.68571436
18,2,Ibaraki,2019.11.22,.61714286
16,2,Ibaraki,2019.11.23,.54857147
32,1,Ibaraki,2019.11.24,.88380957
0,1,Ibaraki,2019.11.25,0
38,1,Ibaraki,2019.11.26,1.0495239
0,1,Ibaraki,2019.11.27,0
38,1,Ibaraki,2019.11.28,1.0495239
0,1,Ibaraki,2019.11.29,0
18,1,Ibaraki,2019.11.30,.49714288
87,3,Ibaraki,2019.12.01,3.3028367
56,3,Ibaraki,2019.12.02,2.1259639
39,3,Ibaraki,2019.12.03,1.4805819
38,3,Ibaraki,2019.12.04,1.4426183
0,3,Ibaraki,2019.12.05,0
38,3,Ibaraki,2019.12.06,1.4426183
17,3,Ibaraki,2019.12.07,.64538187
90,2,Ibaraki,2019.12.08,2.6100001
0,2,Ibaraki,2019.12.09,0
57,2,Ibaraki,2019.12.10,1.6530001
56,2,Ibaraki,2019.12.11,1.6240001
0,2,Ibaraki,2019.12.12,0
19,2,Ibaraki,2019.12.13,.55100006
18,2,Ibaraki,2019.12.14,.52200001
17,1,Ibaraki,2019.12.15,.36975002
18,1,Ibaraki,2019.12.16,.3915
54,1,Ibaraki,2019.12.17,1.1745
0,1,Ibaraki,2019.12.18,0
37,1,Ibaraki,2019.12.19,.80475003
0,1,Ibaraki,2019.12.20,0
34,1,Ibaraki,2019.12.21,.73950005
33,1,Ibaraki,2019.12.22,1.3200001
0,1,Ibaraki,2019.12.23,0
0,1,Ibaraki,2019.12.24,0
0,1,Ibaraki,2019.12.25,0
18,1,Ibaraki,2019.12.26,.72000003
18,1,Ibaraki,2019.12.27,.72000003
18,1,Ibaraki,2019.12.28,.72000003
0,2,Ibaraki,2019.12.29,0
17,2,Ibaraki,2019.12.30,.68393075
31,2,Ibaraki,2019.12.31,1.2471678
32,2,Ibaraki,2020.01.01,1.2873991
15,2,Ibaraki,2020.01.02,.6034683
31,2,Ibaraki,2020.01.03,1.2471678
47,2,Ibaraki,2020.01.04,1.8908672
1,3,Ibaraki,2020.01.05,.41760004
2,3,Ibaraki,2020.01.06,.83520007
6,3,Ibaraki,2020.01.07,2.5056002
5,3,Ibaraki,2020.01.08,2.0880003
5,3,Ibaraki,2020.01.09,2.0880003
6,3,Ibaraki,2020.01.10,2.5056002
0,3,Ibaraki,2020.01.11,0
1,3,Ibaraki,2020.01.12,.43500003
5,3,Ibaraki,2020.01.13,2.1750002
6,3,Ibaraki,2020.01.14,2.6100001
3,3,Ibaraki,2020.01.15,1.3050001
3,3,Ibaraki,2020.01.16,1.3050001
2,3,Ibaraki,2020.01.17,.87000006
4,3,Ibaraki,2020.01.18,1.7400001
4,6,Ibaraki,2020.01.19,1.4914286
8,6,Ibaraki,2020.01.20,2.9828572
14,6,Ibaraki,2020.01.21,5.2200003
15,6,Ibaraki,2020.01.22,5.5928574
6,6,Ibaraki,2020.01.23,2.237143
5,6,Ibaraki,2020.01.24,1.8642858
4,6,Ibaraki,2020.01.25,1.4914286
1,7,Ibaraki,2020.01.26,.37476927
6,7,Ibaraki,2020.01.27,2.2486155
9,7,Ibaraki,2020.01.28,3.3729234
8,7,Ibaraki,2020.01.29,2.9981542
17,7,Ibaraki,2020.01.30,6.3710775
14,7,Ibaraki,2020.01.31,5.2467694
10,7,Ibaraki,2020.02.01,3.7476926
6,15,Ibaraki,2020.02.02,2.237143
26,15,Ibaraki,2020.02.03,9.6942863
24,15,Ibaraki,2020.02.04,8.9485722
16,15,Ibaraki,2020.02.05,5.9657145
26,15,Ibaraki,2020.02.06,9.6942863
19,15,Ibaraki,2020.02.07,7.0842862
23,15,Ibaraki,2020.02.08,8.5757151
12,19,Ibaraki,2020.02.09,4.3836465
14,19,Ibaraki,2020.02.10,5.1142545
23,19,Ibaraki,2020.02.11,8.401989
26,19,Ibaraki,2020.02.12,9.4979
38,19,Ibaraki,2020.02.13,13.881547
32,19,Ibaraki,2020.02.14,11.689724
36,19,Ibaraki,2020.02.15,13.150939
32,39,Ibaraki,2020.02.16,11.931429
34,39,Ibaraki,2020.02.17,12.677143
65,39,Ibaraki,2020.02.18,24.235716
43,39,Ibaraki,2020.02.19,16.032858
60,39,Ibaraki,2020.02.20,22.371429
61,39,Ibaraki,2020.02.21,22.744287
69,39,Ibaraki,2020.02.22,25.727144
100,47,Ibaraki,2020.02.23,37.773674
82,47,Ibaraki,2020.02.24,30.974411
74,47,Ibaraki,2020.02.25,27.952518
53,47,Ibaraki,2020.02.26,20.020046
43,47,Ibaraki,2020.02.27,16.24268
36,47,Ibaraki,2020.02.28,13.598522
45,47,Ibaraki,2020.02.29,16.998154
69,35,Ibaraki,2020.03.01,26.100002
26,35,Ibaraki,2020.03.02,9.8347826
49,35,Ibaraki,2020.03.03,18.534782
49,35,Ibaraki,2020.03.04,18.534782
53,35,Ibaraki,2020.03.05,20.047827
46,35,Ibaraki,2020.03.06,17.400002
30,35,Ibaraki,2020.03.07,11.347826
15,25,Ibaraki,2020.03.08,5.6986899
39,25,Ibaraki,2020.03.09,14.816594
26,25,Ibaraki,2020.03.10,9.8777294
57,25,Ibaraki,2020.03.11,21.655022
47,25,Ibaraki,2020.03.12,17.855896
26,25,Ibaraki,2020.03.13,9.8777294
19,25,Ibaraki,2020.03.14,7.2183404
22,20,Ibaraki,2020.03.15,8.2322578
26,20,Ibaraki,2020.03.16,9.7290335
23,20,Ibaraki,2020.03.17,8.606452
24,20,Ibaraki,2020.03.18,8.9806452
27,20,Ibaraki,2020.03.19,10.103227
35,20,Ibaraki,2020.03.20,13.096775
29,20,Ibaraki,2020.03.21,10.851614
30,18,Ibaraki,2020.03.22,11.320483
20,18,Ibaraki,2020.03.23,7.5469885
28,18,Ibaraki,2020.03.24,10.565784
23,18,Ibaraki,2020.03.25,8.6790371
31,18,Ibaraki,2020.03.26,11.697832
19,18,Ibaraki,2020.03.27,7.1696391
15,18,Ibaraki,2020.03.28,5.6602416
8,12,Ibaraki,2020.03.29,3.2752943
18,12,Ibaraki,2020.03.30,7.3694119
12,12,Ibaraki,2020.03.31,4.9129415
7,12,Ibaraki,2020.04.01,2.8658826
16,12,Ibaraki,2020.04.02,6.5505886
16,12,Ibaraki,2020.04.03,6.5505886
25,12,Ibaraki,2020.04.04,10.235295
16,11,Ibaraki,2020.04.05,5.8892312
14,11,Ibaraki,2020.04.06,5.1530776
21,11,Ibaraki,2020.04.07,7.7296162
18,11,Ibaraki,2020.04.08,6.6253853
13,11,Ibaraki,2020.04.09,4.7850003
12,11,Ibaraki,2020.04.10,4.4169235
10,11,Ibaraki,2020.04.11,3.6807694
11,7,Ibaraki,2020.04.12,3.9994037
8,7,Ibaraki,2020.04.13,2.9086571
13,7,Ibaraki,2020.04.14,4.7265677
16,7,Ibaraki,2020.04.15,5.8173141
4,7,Ibaraki,2020.04.16,1.4543285
4,7,Ibaraki,2020.04.17,1.4543285
11,7,Ibaraki,2020.04.18,3.9994037
7,6,Ibaraki,2020.04.19,2.6100001
4,6,Ibaraki,2020.04.20,1.4914286
9,6,Ibaraki,2020.04.21,3.3557146
6,6,Ibaraki,2020.04.22,2.237143
12,6,Ibaraki,2020.04.23,4.4742861
7,6,Ibaraki,2020.04.24,2.6100001
11,6,Ibaraki,2020.04.25,4.101429
19,9,Ibaraki,2020.04.26,7.5326591
5,9,Ibaraki,2020.04.27,1.9822787
7,9,Ibaraki,2020.04.28,2.7751901
12,9,Ibaraki,2020.04.29,4.7574687
7,9,Ibaraki,2020.04.30,2.7751901
14,9,Ibaraki,2020.05.01,5.5503802
15,9,Ibaraki,2020.05.02,5.946836
8,5,Ibaraki,2020.05.03,3.0933335
4,5,Ibaraki,2020.05.04,1.5466667
4,5,Ibaraki,2020.05.05,1.5466667
5,5,Ibaraki,2020.05.06,1.9333334
11,5,Ibaraki,2020.05.07,4.2533336
8,5,Ibaraki,2020.05.08,3.0933335
5,5,Ibaraki,2020.05.09,1.9333334
5,5,Ibaraki,2020.05.10,1.8125002
2,5,Ibaraki,2020.05.11,.72500008
2,5,Ibaraki,2020.05.12,.72500008
7,5,Ibaraki,2020.05.13,2.5375004
8,5,Ibaraki,2020.05.14,2.9000003
13,5,Ibaraki,2020.05.15,4.7125006
11,5,Ibaraki,2020.05.16,3.9875004
8,3,Ibaraki,2020.05.17,2.6941938
6,3,Ibaraki,2020.05.18,2.0206451
1,3,Ibaraki,2020.05.19,.33677423
5,3,Ibaraki,2020.05.20,1.6838712
1,3,Ibaraki,2020.05.21,.33677423
1,3,Ibaraki,2020.05.22,.33677423
9,3,Ibaraki,2020.05.23,3.030968
15,9,Ibaraki,2020.05.24,5.8724999
8,9,Ibaraki,2020.05.25,3.132
8,9,Ibaraki,2020.05.26,3.132
11,9,Ibaraki,2020.05.27,4.3065
11,9,Ibaraki,2020.05.28,4.3065
8,9,Ibaraki,2020.05.29,3.132
19,9,Ibaraki,2020.05.30,7.4385004
8,4,Ibaraki,2020.05.31,3.1817145
5,4,Ibaraki,2020.06.01,1.9885715
7,4,Ibaraki,2020.06.02,2.7840002
2,4,Ibaraki,2020.06.03,.79542863
9,4,Ibaraki,2020.06.04,3.5794289
3,4,Ibaraki,2020.06.05,1.193143
1,4,Ibaraki,2020.06.06,.39771432
6,3,Ibaraki,2020.06.07,2.4092312
1,3,Ibaraki,2020.06.08,.40153849
8,3,Ibaraki,2020.06.09,3.2123079
5,3,Ibaraki,2020.06.10,2.0076926
2,3,Ibaraki,2020.06.11,.80307698
1,3,Ibaraki,2020.06.12,.40153849
3,3,Ibaraki,2020.06.13,1.2046156
4,2,Ibaraki,2020.06.14,1.5466667
3,2,Ibaraki,2020.06.15,1.1600001
1,2,Ibaraki,2020.06.16,.38666669
0,2,Ibaraki,2020.06.17,0
6,2,Ibaraki,2020.06.18,2.3200002
2,2,Ibaraki,2020.06.19,.77333337
2,2,Ibaraki,2020.06.20,.77333337
1,1,Ibaraki,2020.06.21,.31636366
4,1,Ibaraki,2020.06.22,1.2654546
1,1,Ibaraki,2020.06.23,.31636366
1,1,Ibaraki,2020.06.24,.31636366
3,1,Ibaraki,2020.06.25,.94909096
1,1,Ibaraki,2020.06.26,.31636366
0,1,Ibaraki,2020.06.27,0
2,2,Ibaraki,2020.06.28,.87
4,2,Ibaraki,2020.06.29,1.74
1,2,Ibaraki,2020.06.30,.435
3,2,Ibaraki,2020.07.01,1.3049999
1,2,Ibaraki,2020.07.02,.435
5,2,Ibaraki,2020.07.03,2.175
0,2,Ibaraki,2020.07.04,0
9,1,Ibaraki,2020.07.05,.63918376
9,1,Ibaraki,2020.07.06,.63918376
0,1,Ibaraki,2020.07.07,0
10,1,Ibaraki,2020.07.08,.71020412
21,1,Ibaraki,2020.07.09,1.4914287
0,1,Ibaraki,2020.07.10,0
0,1,Ibaraki,2020.07.11,0
19,2,Ibaraki,2020.07.12,.8875168
10,2,Ibaraki,2020.07.13,.46711409
10,2,Ibaraki,2020.07.14,.46711409
52,2,Ibaraki,2020.07.15,2.4289932
10,2,Ibaraki,2020.07.16,.46711409
31,2,Ibaraki,2020.07.17,1.4480536
17,2,Ibaraki,2020.07.18,.79409397
0,1,Ibaraki,2020.07.19,0
10,1,Ibaraki,2020.07.20,.5272727
10,1,Ibaraki,2020.07.21,.5272727
10,1,Ibaraki,2020.07.22,.5272727
0,1,Ibaraki,2020.07.23,0
9,1,Ibaraki,2020.07.24,.47454548
27,1,Ibaraki,2020.07.25,1.4236364
9,1,Ibaraki,2020.07.26,.44742861
31,1,Ibaraki,2020.07.27,1.5411431
10,1,Ibaraki,2020.07.28,.49714288
10,1,Ibaraki,2020.07.29,.49714288
10,1,Ibaraki,2020.07.30,.49714288
0,1,Ibaraki,2020.07.31,0
0,1,Ibaraki,2020.08.01,0
29,3,Ibaraki,2020.08.02,1.498812
21,3,Ibaraki,2020.08.03,1.0853467
41,3,Ibaraki,2020.08.04,2.11901
0,3,Ibaraki,2020.08.05,0
21,3,Ibaraki,2020.08.06,1.0853467
51,3,Ibaraki,2020.08.07,2.6358416
39,3,Ibaraki,2020.08.08,2.0156436
38,1,Ibaraki,2020.08.09,1.4068086
9,1,Ibaraki,2020.08.10,.33319148
0,1,Ibaraki,2020.08.11,0
0,1,Ibaraki,2020.08.12,0
9,1,Ibaraki,2020.08.13,.33319148
19,1,Ibaraki,2020.08.14,.70340431
19,1,Ibaraki,2020.08.15,.70340431
38,1,Ibaraki,2020.08.16,1.6739241
10,1,Ibaraki,2020.08.17,.44050637
0,1,Ibaraki,2020.08.18,0
10,1,Ibaraki,2020.08.19,.44050637
21,1,Ibaraki,2020.08.20,.92506337
0,1,Ibaraki,2020.08.21,0
0,1,Ibaraki,2020.08.22,0
9,1,Ibaraki,2020.08.23,.33319148
21,1,Ibaraki,2020.08.24,.77744687
11,1,Ibaraki,2020.08.25,.40723404
32,1,Ibaraki,2020.08.26,1.1846809
21,1,Ibaraki,2020.08.27,.77744687
0,1,Ibaraki,2020.08.28,0
0,1,Ibaraki,2020.08.29,0
0,1,Ibaraki,2020.08.30,0
0,1,Ibaraki,2020.08.31,0
10,1,Ibaraki,2020.09.01,.37021276
21,1,Ibaraki,2020.09.02,.77744687
43,1,Ibaraki,2020.09.03,1.591915
10,1,Ibaraki,2020.09.04,.37021276
10,1,Ibaraki,2020.09.05,.37021276
19,2,Ibaraki,2020.09.06,1.2021819
10,2,Ibaraki,2020.09.07,.63272732
10,2,Ibaraki,2020.09.08,.63272732
0,2,Ibaraki,2020.09.09,0
43,2,Ibaraki,2020.09.10,2.7207274
0,2,Ibaraki,2020.09.11,0
28,2,Ibaraki,2020.09.12,1.7716365
0,2,Ibaraki,2020.09.13,0
52,2,Ibaraki,2020.09.14,2.872381
22,2,Ibaraki,2020.09.15,1.2152381
11,2,Ibaraki,2020.09.16,.60761905
11,2,Ibaraki,2020.09.17,.60761905
11,2,Ibaraki,2020.09.18,.60761905
19,2,Ibaraki,2020.09.19,1.0495239
28,2,Ibaraki,2020.09.20,1.5224999
19,2,Ibaraki,2020.09.21,1.0331249
29,2,Ibaraki,2020.09.22,1.576875
10,2,Ibaraki,2020.09.23,.54374999
10,2,Ibaraki,2020.09.24,.54374999
22,2,Ibaraki,2020.09.25,1.19625
10,2,Ibaraki,2020.09.26,.54374999
29,4,Ibaraki,2020.09.27,1.4314895
23,4,Ibaraki,2020.09.28,1.1353192
67,4,Ibaraki,2020.09.29,3.3072343
44,4,Ibaraki,2020.09.30,2.1719151
44,4,Ibaraki,2020.10.01,2.1719151
34,4,Ibaraki,2020.10.02,1.6782979
41,4,Ibaraki,2020.10.03,2.0238299
30,2,Ibaraki,2020.10.04,1.2888891
22,2,Ibaraki,2020.10.05,.94518524
34,2,Ibaraki,2020.10.06,1.4607408
34,2,Ibaraki,2020.10.07,1.4607408
22,2,Ibaraki,2020.10.08,.94518524
0,2,Ibaraki,2020.10.09,0
20,2,Ibaraki,2020.10.10,.85925931
31,3,Ibaraki,2020.10.11,1.533839
34,3,Ibaraki,2020.10.12,1.6822751
46,3,Ibaraki,2020.10.13,2.2760193
0,3,Ibaraki,2020.10.14,0
35,3,Ibaraki,2020.10.15,1.7317537
24,3,Ibaraki,2020.10.16,1.1874882
41,3,Ibaraki,2020.10.17,2.0286257
44,3,Ibaraki,2020.10.18,2.3317769
46,3,Ibaraki,2020.10.19,2.4377668
37,3,Ibaraki,2020.10.20,1.9608123
24,3,Ibaraki,2020.10.21,1.2718784
12,3,Ibaraki,2020.10.22,.63593918
12,3,Ibaraki,2020.10.23,.63593918
22,3,Ibaraki,2020.10.24,1.1658884
54,4,Ibaraki,2020.10.25,2.7234786
35,4,Ibaraki,2020.10.26,1.7652175
12,4,Ibaraki,2020.10.27,.60521746
47,4,Ibaraki,2020.10.28,2.370435
59,4,Ibaraki,2020.10.29,2.9756525
36,4,Ibaraki,2020.10.30,1.8156524
33,4,Ibaraki,2020.10.31,1.664348
0,1,Ibaraki,2020.11.01,0
11,1,Ibaraki,2020.11.02,.47259262
10,1,Ibaraki,2020.11.03,.42962965
60,1,Ibaraki,2020.11.04,2.5777781
0,1,Ibaraki,2020.11.05,0
0,1,Ibaraki,2020.11.06,0
0,1,Ibaraki,2020.11.07,0
31,2,Ibaraki,2020.11.08,1.4880003
12,2,Ibaraki,2020.11.09,.57600009
35,2,Ibaraki,2020.11.10,1.6800002
24,2,Ibaraki,2020.11.11,1.1520002
0,2,Ibaraki,2020.11.12,0
11,2,Ibaraki,2020.11.13,.52800006
32,2,Ibaraki,2020.11.14,1.5360003
10,3,Ibaraki,2020.11.15,.44806871
23,3,Ibaraki,2020.11.16,1.030558
0,3,Ibaraki,2020.11.17,0
57,3,Ibaraki,2020.11.18,2.5539916
100,3,Ibaraki,2020.11.19,4.4806871
22,3,Ibaraki,2020.11.20,.98575115
21,3,Ibaraki,2020.11.21,.94094425
40,2,Ibaraki,2020.11.22,1.7732486
61,2,Ibaraki,2020.11.23,2.7042038
11,2,Ibaraki,2020.11.24,.48764333
0,2,Ibaraki,2020.11.25,0
12,2,Ibaraki,2020.11.26,.53197455
12,2,Ibaraki,2020.11.27,.53197455
21,2,Ibaraki,2020.11.28,.93095547
10,2,Ibaraki,2020.11.29,.51555556
57,2,Ibaraki,2020.11.30,2.9386668
23,2,Ibaraki,2020.12.01,1.1857778
22,2,Ibaraki,2020.12.02,1.1342223
23,2,Ibaraki,2020.12.03,1.1857778
0,2,Ibaraki,2020.12.04,0
0,2,Ibaraki,2020.12.05,0
42,2,Ibaraki,2020.12.06,2.0300002
23,2,Ibaraki,2020.12.07,1.1116668
0,2,Ibaraki,2020.12.08,0
23,2,Ibaraki,2020.12.09,1.1116668
23,2,Ibaraki,2020.12.10,1.1116668
12,2,Ibaraki,2020.12.11,.58000004
21,2,Ibaraki,2020.12.12,1.0150001
21,2,Ibaraki,2020.12.13,.9744001
45,2,Ibaraki,2020.12.14,2.0880001
72,2,Ibaraki,2020.12.15,3.3408003
0,2,Ibaraki,2020.12.16,0
0,2,Ibaraki,2020.12.17,0
12,2,Ibaraki,2020.12.18,.55680001
0,2,Ibaraki,2020.12.19,0
22,1,Ibaraki,2020.12.20,.72226417
24,1,Ibaraki,2020.12.21,.78792453
24,1,Ibaraki,2020.12.22,.78792453
24,1,Ibaraki,2020.12.23,.78792453
12,1,Ibaraki,2020.12.24,.39396226
0,1,Ibaraki,2020.12.25,0
0,1,Ibaraki,2020.12.26,0
10,1,Ibaraki,2020.12.27,.43500003
0,1,Ibaraki,2020.12.28,0
11,1,Ibaraki,2020.12.29,.47850001
0,1,Ibaraki,2020.12.30,0
19,1,Ibaraki,2020.12.31,.82650006
10,1,Ibaraki,2021.01.01,.43500003
30,1,Ibaraki,2021.01.02,1.3050001
1,2,Ibaraki,2021.01.03,.87
1,2,Ibaraki,2021.01.04,.87
1,2,Ibaraki,2021.01.05,.87
1,2,Ibaraki,2021.01.06,.87
0,2,Ibaraki,2021.01.07,0
3,2,Ibaraki,2021.01.08,2.6099999
1,2,Ibaraki,2021.01.09,.87
2,3,Ibaraki,2021.01.10,1.898182
1,3,Ibaraki,2021.01.11,.94909102
2,3,Ibaraki,2021.01.12,1.898182
2,3,Ibaraki,2021.01.13,1.898182
2,3,Ibaraki,2021.01.14,1.898182
2,3,Ibaraki,2021.01.15,1.898182
0,3,Ibaraki,2021.01.16,0
1,5,Ibaraki,2021.01.17,.9666667
3,5,Ibaraki,2021.01.18,2.9000001
3,5,Ibaraki,2021.01.19,2.9000001
3,5,Ibaraki,2021.01.20,2.9000001
2,5,Ibaraki,2021.01.21,1.9333334
3,5,Ibaraki,2021.01.22,2.9000001
3,5,Ibaraki,2021.01.23,2.9000001
0,7,Ibaraki,2021.01.24,0
2,7,Ibaraki,2021.01.25,2.1182609
7,7,Ibaraki,2021.01.26,7.4139132
4,7,Ibaraki,2021.01.27,4.2365217
3,7,Ibaraki,2021.01.28,3.1773913
3,7,Ibaraki,2021.01.29,3.1773913
4,7,Ibaraki,2021.01.30,4.2365217
5,12,Ibaraki,2021.01.31,4.9714289
6,12,Ibaraki,2021.02.01,5.9657145
5,12,Ibaraki,2021.02.02,4.9714289
7,12,Ibaraki,2021.02.03,6.9600005
6,12,Ibaraki,2021.02.04,5.9657145
7,12,Ibaraki,2021.02.05,6.9600005
6,12,Ibaraki,2021.02.06,5.9657145
4,14,Ibaraki,2021.02.07,3.977143
