date,raw_daily,raw_weekly,prefecture,medication_harmonized_daily
2018.01.04,12,8,Aichi,3.2718372
2017.12.31,4,8,Aichi,1.0906124
2018.01.03,4,8,Aichi,1.0906124
2018.01.06,0,8,Aichi,0
2018.01.02,4,8,Aichi,1.0906124
2018.01.02,4,8,Aichi,1.0906124
2018.01.01,5,8,Aichi,1.3632654
2018.01.05,20,8,Aichi,5.4530616
2018.01.06,0,8,Aichi,0
2018.01.04,12,8,Aichi,3.2718372
2017.12.31,4,8,Aichi,1.0906124
2018.01.01,5,8,Aichi,1.3632654
2018.01.03,4,8,Aichi,1.0906124
2018.01.05,20,8,Aichi,5.4530616
2018.01.05,0,27,Akita,0
2017.12.31,28,27,Akita,14.346819
2018.01.01,30,27,Akita,15.371592
2018.01.03,0,27,Akita,0
2018.01.04,30,27,Akita,15.371592
2018.01.06,0,27,Akita,0
2018.01.01,30,27,Akita,15.371592
2018.01.02,0,27,Akita,0
2018.01.05,0,27,Akita,0
2018.01.02,0,27,Akita,0
2018.01.06,0,27,Akita,0
2018.01.03,0,27,Akita,0
2018.01.04,30,27,Akita,15.371592
2017.12.31,28,27,Akita,14.346819
2018.01.03,0,0,Aomori,
2018.01.01,0,0,Aomori,
2017.12.31,0,0,Aomori,
2018.01.04,0,0,Aomori,
2018.01.02,0,0,Aomori,
2018.01.06,0,0,Aomori,
2018.01.04,0,0,Aomori,
2018.01.05,0,0,Aomori,
2018.01.01,0,0,Aomori,
2018.01.03,0,0,Aomori,
2018.01.02,0,0,Aomori,
2018.01.05,0,0,Aomori,
2018.01.06,0,0,Aomori,
2017.12.31,0,0,Aomori,
2018.01.03,4,6,Chiba,1.1451429
2018.01.03,4,6,Chiba,1.1451429
2018.01.06,9,6,Chiba,2.5765717
2017.12.31,4,6,Chiba,1.1451429
2018.01.02,5,6,Chiba,1.4314287
2018.01.05,0,6,Chiba,0
2018.01.02,5,6,Chiba,1.4314287
2018.01.01,0,6,Chiba,0
2018.01.01,0,6,Chiba,0
2018.01.04,13,6,Chiba,3.7217145
2017.12.31,4,6,Chiba,1.1451429
2018.01.04,13,6,Chiba,3.7217145
2018.01.06,9,6,Chiba,2.5765717
2018.01.05,0,6,Chiba,0
2018.01.05,0,3,Ehime,
2017.12.31,0,3,Ehime,
2018.01.01,0,3,Ehime,
2018.01.03,0,3,Ehime,
2018.01.05,0,3,Ehime,
2018.01.06,0,3,Ehime,
2018.01.03,0,3,Ehime,
2018.01.06,0,3,Ehime,
2017.12.31,0,3,Ehime,
2018.01.04,0,3,Ehime,
2018.01.01,0,3,Ehime,
2018.01.02,0,3,Ehime,
2018.01.02,0,3,Ehime,
2018.01.04,0,3,Ehime,
2018.01.05,0,0,Fukui,
2018.01.04,0,0,Fukui,
2017.12.31,0,0,Fukui,
2018.01.02,0,0,Fukui,
2018.01.04,0,0,Fukui,
2018.01.05,0,0,Fukui,
2018.01.02,0,0,Fukui,
2018.01.06,0,0,Fukui,
2018.01.01,0,0,Fukui,
2018.01.03,0,0,Fukui,
2018.01.03,0,0,Fukui,
2018.01.06,0,0,Fukui,
2017.12.31,0,0,Fukui,
2018.01.01,0,0,Fukui,
2018.01.06,0,6,Fukuoka,0
2018.01.02,0,6,Fukuoka,0
2017.12.31,0,6,Fukuoka,0
2018.01.01,0,6,Fukuoka,0
2018.01.03,0,6,Fukuoka,0
2018.01.06,0,6,Fukuoka,0
2017.12.31,0,6,Fukuoka,0
2018.01.01,0,6,Fukuoka,0
2018.01.04,49,6,Fukuoka,6.6348658
2018.01.03,0,6,Fukuoka,0
2018.01.04,49,6,Fukuoka,6.6348658
2018.01.05,25,6,Fukuoka,3.3851354
2018.01.02,0,6,Fukuoka,0
2018.01.05,25,6,Fukuoka,3.3851354
2018.01.06,0,4,Fukushima,0
2018.01.01,0,4,Fukushima,0
2018.01.06,0,4,Fukushima,0
2018.01.01,0,4,Fukushima,0
2018.01.04,0,4,Fukushima,0
2018.01.03,0,4,Fukushima,0
2018.01.03,0,4,Fukushima,0
2018.01.05,0,4,Fukushima,0
2018.01.05,0,4,Fukushima,0
2018.01.02,15,4,Fukushima,6.6800003
2018.01.04,0,4,Fukushima,0
2018.01.02,15,4,Fukushima,6.6800003
2017.12.31,0,4,Fukushima,0
2017.12.31,0,4,Fukushima,0
2018.01.06,16,8,Gifu,4.6469564
2018.01.04,0,8,Gifu,0
2018.01.02,15,8,Gifu,4.3565216
2018.01.05,0,8,Gifu,0
2017.12.31,0,8,Gifu,0
2018.01.04,0,8,Gifu,0
2018.01.06,16,8,Gifu,4.6469564
2017.12.31,0,8,Gifu,0
2018.01.05,0,8,Gifu,0
2018.01.02,15,8,Gifu,4.3565216
2018.01.03,15,8,Gifu,4.3565216
2018.01.01,0,8,Gifu,0
2018.01.01,0,8,Gifu,0
2018.01.03,15,8,Gifu,4.3565216
2018.01.02,0,3,Gunma,0
2017.12.31,9,3,Gunma,5.0100002
2018.01.01,0,3,Gunma,0
2018.01.04,0,3,Gunma,0
2018.01.06,0,3,Gunma,0
2018.01.05,0,3,Gunma,0
2018.01.03,0,3,Gunma,0
2018.01.01,0,3,Gunma,0
2018.01.03,0,3,Gunma,0
2018.01.02,0,3,Gunma,0
2018.01.04,0,3,Gunma,0
2017.12.31,9,3,Gunma,5.0100002
2018.01.05,0,3,Gunma,0
2018.01.06,0,3,Gunma,0
2018.01.03,0,0,Hiroshima,
2018.01.05,0,0,Hiroshima,
2018.01.04,0,0,Hiroshima,
2018.01.03,0,0,Hiroshima,
2018.01.02,0,0,Hiroshima,
2018.01.06,0,0,Hiroshima,
2018.01.01,0,0,Hiroshima,
2018.01.02,0,0,Hiroshima,
2017.12.31,0,0,Hiroshima,
2018.01.04,0,0,Hiroshima,
2018.01.01,0,0,Hiroshima,
2017.12.31,0,0,Hiroshima,
2018.01.06,0,0,Hiroshima,
2018.01.05,0,0,Hiroshima,
2018.01.03,0,41,Hokkaido,0
2018.01.01,15,41,Hokkaido,12.374097
2018.01.02,14,41,Hokkaido,11.549157
2018.01.01,15,41,Hokkaido,12.374097
2018.01.04,27,41,Hokkaido,22.273376
2018.01.06,0,41,Hokkaido,0
2018.01.05,27,41,Hokkaido,22.273376
2018.01.05,27,41,Hokkaido,22.273376
2018.01.04,27,41,Hokkaido,22.273376
2018.01.02,14,41,Hokkaido,11.549157
2018.01.06,0,41,Hokkaido,0
2018.01.03,0,41,Hokkaido,0
2017.12.31,0,41,Hokkaido,0
2017.12.31,0,41,Hokkaido,0
2017.12.31,6,7,Hyogo,1.5940909
2018.01.04,6,7,Hyogo,1.5940909
2018.01.04,6,7,Hyogo,1.5940909
2018.01.06,13,7,Hyogo,3.4538639
2018.01.06,13,7,Hyogo,3.4538639
2018.01.01,0,7,Hyogo,0
2018.01.03,19,7,Hyogo,5.047955
2018.01.03,19,7,Hyogo,5.047955
2018.01.02,0,7,Hyogo,0
2018.01.01,0,7,Hyogo,0
2018.01.02,0,7,Hyogo,0
2018.01.05,0,7,Hyogo,0
2017.12.31,6,7,Hyogo,1.5940909
2018.01.05,0,7,Hyogo,0
2018.01.03,0,1,Ibaraki,0
2018.01.05,0,1,Ibaraki,0
2018.01.02,0,1,Ibaraki,0
2017.12.31,0,1,Ibaraki,0
2018.01.04,0,1,Ibaraki,0
2018.01.03,0,1,Ibaraki,0
2018.01.06,12,1,Ibaraki,1.6700001
2018.01.04,0,1,Ibaraki,0
2018.01.02,0,1,Ibaraki,0
2017.12.31,0,1,Ibaraki,0
2018.01.01,0,1,Ibaraki,0
2018.01.01,0,1,Ibaraki,0
2018.01.06,12,1,Ibaraki,1.6700001
2018.01.05,0,1,Ibaraki,0
2018.01.03,0,0,Ishikawa,
2018.01.01,0,0,Ishikawa,
2018.01.02,0,0,Ishikawa,
2017.12.31,0,0,Ishikawa,
2018.01.04,0,0,Ishikawa,
2018.01.06,0,0,Ishikawa,
2018.01.01,0,0,Ishikawa,
2018.01.06,0,0,Ishikawa,
2018.01.03,0,0,Ishikawa,
2018.01.02,0,0,Ishikawa,
2018.01.05,0,0,Ishikawa,
2017.12.31,0,0,Ishikawa,
2018.01.04,0,0,Ishikawa,
2018.01.05,0,0,Ishikawa,
2018.01.06,0,5,Iwate,0
2017.12.31,0,5,Iwate,0
2018.01.05,0,5,Iwate,0
2018.01.01,0,5,Iwate,0
2018.01.03,0,5,Iwate,0
2018.01.04,19,5,Iwate,8.3500013
2018.01.01,0,5,Iwate,0
2018.01.06,0,5,Iwate,0
2018.01.02,0,5,Iwate,0
2018.01.04,19,5,Iwate,8.3500013
2018.01.03,0,5,Iwate,0
2017.12.31,0,5,Iwate,0
2018.01.02,0,5,Iwate,0
2018.01.05,0,5,Iwate,0
2018.01.05,0,0,Kagawa,
2018.01.03,0,0,Kagawa,
2018.01.04,0,0,Kagawa,
2018.01.01,0,0,Kagawa,
2018.01.01,0,0,Kagawa,
2018.01.02,0,0,Kagawa,
2017.12.31,0,0,Kagawa,
2018.01.02,0,0,Kagawa,
2018.01.05,0,0,Kagawa,
2018.01.06,0,0,Kagawa,
2017.12.31,0,0,Kagawa,
2018.01.04,0,0,Kagawa,
2018.01.03,0,0,Kagawa,
2018.01.06,0,0,Kagawa,
2017.12.31,0,0,Kagoshima,
2018.01.03,0,0,Kagoshima,
2018.01.01,0,0,Kagoshima,
2018.01.01,0,0,Kagoshima,
2018.01.05,0,0,Kagoshima,
2018.01.05,0,0,Kagoshima,
2018.01.06,0,0,Kagoshima,
2018.01.04,0,0,Kagoshima,
2018.01.02,0,0,Kagoshima,
2018.01.06,0,0,Kagoshima,
2018.01.04,0,0,Kagoshima,
2018.01.03,0,0,Kagoshima,
2018.01.02,0,0,Kagoshima,
2017.12.31,0,0,Kagoshima,
2017.12.31,14,6,Kanagawa,4.0080004
2018.01.06,2,6,Kanagawa,.57257146
2018.01.01,3,6,Kanagawa,.85885721
2018.01.03,0,6,Kanagawa,0
2018.01.05,11,6,Kanagawa,3.1491432
2018.01.03,0,6,Kanagawa,0
2018.01.05,11,6,Kanagawa,3.1491432
2018.01.04,0,6,Kanagawa,0
2018.01.02,5,6,Kanagawa,1.4314287
2018.01.04,0,6,Kanagawa,0
2017.12.31,14,6,Kanagawa,4.0080004
2018.01.06,2,6,Kanagawa,.57257146
2018.01.02,5,6,Kanagawa,1.4314287
2018.01.01,3,6,Kanagawa,.85885721
2018.01.03,0,11,Kochi,0
2018.01.01,33,11,Kochi,9.4720316
2018.01.05,31,11,Kochi,8.8979692
2018.01.06,0,11,Kochi,0
2018.01.04,0,11,Kochi,0
2018.01.05,31,11,Kochi,8.8979692
2018.01.06,0,11,Kochi,0
2018.01.04,0,11,Kochi,0
2018.01.02,0,11,Kochi,0
2018.01.03,0,11,Kochi,0
2017.12.31,0,11,Kochi,0
2018.01.02,0,11,Kochi,0
2017.12.31,0,11,Kochi,0
2018.01.01,33,11,Kochi,9.4720316
2017.12.31,0,5,Kumamoto,0
2018.01.06,0,5,Kumamoto,0
2018.01.06,0,5,Kumamoto,0
2018.01.04,0,5,Kumamoto,0
2018.01.01,0,5,Kumamoto,0
2018.01.05,0,5,Kumamoto,0
2018.01.05,0,5,Kumamoto,0
2018.01.03,25,5,Kumamoto,8.3500004
2018.01.04,0,5,Kumamoto,0
2017.12.31,0,5,Kumamoto,0
2018.01.02,0,5,Kumamoto,0
2018.01.01,0,5,Kumamoto,0
2018.01.03,25,5,Kumamoto,8.3500004
2018.01.02,0,5,Kumamoto,0
2018.01.03,13,13,Kyoto,3.6183333
2018.01.01,0,13,Kyoto,0
2017.12.31,0,13,Kyoto,0
2017.12.31,0,13,Kyoto,0
2018.01.05,0,13,Kyoto,0
2018.01.02,53,13,Kyoto,14.751667
2018.01.06,12,13,Kyoto,3.3400002
2018.01.05,0,13,Kyoto,0
2018.01.01,0,13,Kyoto,0
2018.01.04,0,13,Kyoto,0
2018.01.04,0,13,Kyoto,0
2018.01.06,12,13,Kyoto,3.3400002
2018.01.03,13,13,Kyoto,3.6183333
2018.01.02,53,13,Kyoto,14.751667
2018.01.05,0,0,Mie,
2018.01.02,0,0,Mie,
2018.01.03,0,0,Mie,
2018.01.06,0,0,Mie,
2018.01.02,0,0,Mie,
2017.12.31,0,0,Mie,
2018.01.01,0,0,Mie,
2018.01.04,0,0,Mie,
2017.12.31,0,0,Mie,
2018.01.05,0,0,Mie,
2018.01.03,0,0,Mie,
2018.01.01,0,0,Mie,
2018.01.04,0,0,Mie,
2018.01.06,0,0,Mie,
2018.01.04,6,4,Miyagi,3.3400002
2018.01.02,0,4,Miyagi,0
2018.01.01,0,4,Miyagi,0
2018.01.04,6,4,Miyagi,3.3400002
2018.01.03,0,4,Miyagi,0
2018.01.05,6,4,Miyagi,3.3400002
2018.01.02,0,4,Miyagi,0
2018.01.06,0,4,Miyagi,0
2017.12.31,0,4,Miyagi,0
2018.01.03,0,4,Miyagi,0
2018.01.01,0,4,Miyagi,0
2017.12.31,0,4,Miyagi,0
2018.01.05,6,4,Miyagi,3.3400002
2018.01.06,0,4,Miyagi,0
2018.01.05,0,6,Miyazaki,0
2018.01.01,0,6,Miyazaki,0
2018.01.02,0,6,Miyazaki,0
2018.01.03,0,6,Miyazaki,0
2018.01.03,0,6,Miyazaki,0
2018.01.06,0,6,Miyazaki,0
2017.12.31,31,6,Miyazaki,10.02
2018.01.02,0,6,Miyazaki,0
2018.01.01,0,6,Miyazaki,0
2017.12.31,31,6,Miyazaki,10.02
2018.01.04,0,6,Miyazaki,0
2018.01.05,0,6,Miyazaki,0
2018.01.04,0,6,Miyazaki,0
2018.01.06,0,6,Miyazaki,0
2018.01.02,0,0,Nagano,
2017.12.31,0,0,Nagano,
2018.01.01,0,0,Nagano,
2017.12.31,0,0,Nagano,
2018.01.03,0,0,Nagano,
2018.01.03,0,0,Nagano,
2018.01.05,0,0,Nagano,
2018.01.06,0,0,Nagano,
2018.01.04,0,0,Nagano,
2018.01.06,0,0,Nagano,
2018.01.02,0,0,Nagano,
2018.01.01,0,0,Nagano,
2018.01.05,0,0,Nagano,
2018.01.04,0,0,Nagano,
2018.01.03,0,18,Nagasaki,0
2017.12.31,38,18,Nagasaki,13.762411
2018.01.03,0,18,Nagasaki,0
2018.01.01,0,18,Nagasaki,0
2018.01.05,0,18,Nagasaki,0
2018.01.02,0,18,Nagasaki,0
2018.01.04,0,18,Nagasaki,0
2018.01.06,45,18,Nagasaki,16.297592
2017.12.31,38,18,Nagasaki,13.762411
2018.01.06,45,18,Nagasaki,16.297592
2018.01.05,0,18,Nagasaki,0
2018.01.04,0,18,Nagasaki,0
2018.01.02,0,18,Nagasaki,0
2018.01.01,0,18,Nagasaki,0
2018.01.05,0,12,Nara,0
2017.12.31,0,12,Nara,0
2018.01.01,0,12,Nara,0
2018.01.03,23,12,Nara,10.02
2017.12.31,0,12,Nara,0
2018.01.03,23,12,Nara,10.02
2018.01.02,23,12,Nara,10.02
2018.01.04,0,12,Nara,0
2018.01.02,23,12,Nara,10.02
2018.01.06,0,12,Nara,0
2018.01.05,0,12,Nara,0
2018.01.01,0,12,Nara,0
2018.01.04,0,12,Nara,0
2018.01.06,0,12,Nara,0
2018.01.01,0,0,Niigata,
2017.12.31,0,0,Niigata,
2018.01.04,0,0,Niigata,
2017.12.31,0,0,Niigata,
2018.01.03,0,0,Niigata,
2018.01.05,0,0,Niigata,
2018.01.06,0,0,Niigata,
2018.01.02,0,0,Niigata,
2018.01.01,0,0,Niigata,
2018.01.02,0,0,Niigata,
2018.01.03,0,0,Niigata,
2018.01.04,0,0,Niigata,
2018.01.05,0,0,Niigata,
2018.01.06,0,0,Niigata,
2017.12.31,0,0,Oita,
2018.01.04,0,0,Oita,
2018.01.02,0,0,Oita,
2018.01.06,0,0,Oita,
2018.01.03,0,0,Oita,
2018.01.06,0,0,Oita,
2017.12.31,0,0,Oita,
2018.01.01,0,0,Oita,
2018.01.04,0,0,Oita,
2018.01.03,0,0,Oita,
2018.01.02,0,0,Oita,
2018.01.01,0,0,Oita,
2018.01.05,0,0,Oita,
2018.01.05,0,0,Oita,
2018.01.05,19,19,Okayama,7.8294816
2018.01.02,20,19,Okayama,8.241559
2018.01.05,19,19,Okayama,7.8294816
2018.01.03,0,19,Okayama,0
2017.12.31,0,19,Okayama,0
2018.01.03,0,19,Okayama,0
2018.01.01,20,19,Okayama,8.241559
2018.01.02,20,19,Okayama,8.241559
2017.12.31,0,19,Okayama,0
2018.01.06,0,19,Okayama,0
2018.01.04,18,19,Okayama,7.4174032
2018.01.06,0,19,Okayama,0
2018.01.04,18,19,Okayama,7.4174032
2018.01.01,20,19,Okayama,8.241559
2018.01.01,0,72,Okinawa,0
2018.01.02,0,72,Okinawa,0
2018.01.03,52,72,Okinawa,42.24649
2018.01.06,0,72,Okinawa,0
2018.01.04,47,72,Okinawa,38.18433
2018.01.03,52,72,Okinawa,42.24649
2017.12.31,0,72,Okinawa,0
2018.01.01,0,72,Okinawa,0
2017.12.31,0,72,Okinawa,0
2018.01.05,49,72,Okinawa,39.809193
2018.01.04,47,72,Okinawa,38.18433
2018.01.05,49,72,Okinawa,39.809193
2018.01.06,0,72,Okinawa,0
2018.01.02,0,72,Okinawa,0
2018.01.06,3,4,Osaka,.54162169
2018.01.06,3,4,Osaka,.54162169
2018.01.01,0,4,Osaka,0
2018.01.05,3,4,Osaka,.54162169
2017.12.31,11,4,Osaka,1.9859462
2018.01.04,3,4,Osaka,.54162169
2018.01.01,0,4,Osaka,0
2018.01.02,14,4,Osaka,2.5275679
2017.12.31,11,4,Osaka,1.9859462
2018.01.03,3,4,Osaka,.54162169
2018.01.03,3,4,Osaka,.54162169
2018.01.02,14,4,Osaka,2.5275679
2018.01.05,3,4,Osaka,.54162169
2018.01.04,3,4,Osaka,.54162169
2018.01.02,0,0,Saga,
2018.01.01,0,0,Saga,
2018.01.02,0,0,Saga,
2018.01.03,0,0,Saga,
2018.01.03,0,0,Saga,
2018.01.01,0,0,Saga,
2018.01.05,0,0,Saga,
2017.12.31,0,0,Saga,
2018.01.04,0,0,Saga,
2018.01.04,0,0,Saga,
2018.01.06,0,0,Saga,
2018.01.06,0,0,Saga,
2018.01.05,0,0,Saga,
2017.12.31,0,0,Saga,
2018.01.02,3,4,Saitama,1.3360001
2018.01.04,0,4,Saitama,0
2018.01.04,0,4,Saitama,0
2018.01.02,3,4,Saitama,1.3360001
2018.01.03,6,4,Saitama,2.6720002
2018.01.01,0,4,Saitama,0
2018.01.06,6,4,Saitama,2.6720002
2018.01.06,6,4,Saitama,2.6720002
2018.01.05,0,4,Saitama,0
2017.12.31,0,4,Saitama,0
2017.12.31,0,4,Saitama,0
2018.01.03,6,4,Saitama,2.6720002
2018.01.01,0,4,Saitama,0
2018.01.05,0,4,Saitama,0
2018.01.05,0,0,Shiga,
2017.12.31,0,0,Shiga,
2018.01.02,0,0,Shiga,
2018.01.01,0,0,Shiga,
2018.01.03,0,0,Shiga,
2018.01.04,0,0,Shiga,
2017.12.31,0,0,Shiga,
2018.01.04,0,0,Shiga,
2018.01.06,0,0,Shiga,
2018.01.05,0,0,Shiga,
2018.01.06,0,0,Shiga,
2018.01.01,0,0,Shiga,
2018.01.03,0,0,Shiga,
2018.01.02,0,0,Shiga,
2018.01.01,0,9,Shimane,0
2018.01.06,0,9,Shimane,0
2018.01.04,0,9,Shimane,0
2017.12.31,28,9,Shimane,15.030001
2018.01.06,0,9,Shimane,0
2018.01.02,0,9,Shimane,0
2018.01.01,0,9,Shimane,0
2018.01.02,0,9,Shimane,0
2018.01.05,0,9,Shimane,0
2018.01.03,0,9,Shimane,0
2018.01.03,0,9,Shimane,0
2018.01.05,0,9,Shimane,0
2017.12.31,28,9,Shimane,15.030001
2018.01.04,0,9,Shimane,0
2018.01.01,0,1,Shizuoka,0
2018.01.05,9,1,Shizuoka,1.6700001
2018.01.06,0,1,Shizuoka,0
2018.01.03,0,1,Shizuoka,0
2017.12.31,0,1,Shizuoka,0
2018.01.06,0,1,Shizuoka,0
2018.01.04,0,1,Shizuoka,0
2018.01.02,0,1,Shizuoka,0
2018.01.05,9,1,Shizuoka,1.6700001
2018.01.04,0,1,Shizuoka,0
2018.01.01,0,1,Shizuoka,0
2018.01.02,0,1,Shizuoka,0
2017.12.31,0,1,Shizuoka,0
2018.01.03,0,1,Shizuoka,0
2018.01.03,0,4,Tochigi,0
2018.01.05,0,4,Tochigi,0
2018.01.01,0,4,Tochigi,0
2018.01.04,0,4,Tochigi,0
2018.01.05,0,4,Tochigi,0
2018.01.01,0,4,Tochigi,0
2018.01.04,0,4,Tochigi,0
2018.01.06,0,4,Tochigi,0
2017.12.31,15,4,Tochigi,3.3400002
2017.12.31,15,4,Tochigi,3.3400002
2018.01.02,15,4,Tochigi,3.3400002
2018.01.02,15,4,Tochigi,3.3400002
2018.01.03,0,4,Tochigi,0
2018.01.06,0,4,Tochigi,0
2018.01.04,0,6,Tokushima,0
2018.01.06,0,6,Tokushima,0
2017.12.31,0,6,Tokushima,0
2018.01.01,0,6,Tokushima,0
2018.01.03,0,6,Tokushima,0
2018.01.05,16,6,Tokushima,10.02
2018.01.05,16,6,Tokushima,10.02
2018.01.04,0,6,Tokushima,0
2018.01.06,0,6,Tokushima,0
2018.01.02,0,6,Tokushima,0
2018.01.02,0,6,Tokushima,0
2018.01.03,0,6,Tokushima,0
2018.01.01,0,6,Tokushima,0
2017.12.31,0,6,Tokushima,0
2018.01.01,3,5,Tokyo,1.04375
2018.01.02,3,5,Tokyo,1.04375
2018.01.01,3,5,Tokyo,1.04375
2018.01.03,5,5,Tokyo,1.7395835
2017.12.31,6,5,Tokyo,2.0875001
2018.01.06,1,5,Tokyo,.34791669
2018.01.04,1,5,Tokyo,.34791669
2018.01.06,1,5,Tokyo,.34791669
2018.01.02,3,5,Tokyo,1.04375
2018.01.05,5,5,Tokyo,1.7395835
2018.01.05,5,5,Tokyo,1.7395835
2018.01.04,1,5,Tokyo,.34791669
2018.01.03,5,5,Tokyo,1.7395835
2017.12.31,6,5,Tokyo,2.0875001
2018.01.05,0,0,Tottori,
2018.01.03,0,0,Tottori,
2018.01.02,0,0,Tottori,
2018.01.03,0,0,Tottori,
2017.12.31,0,0,Tottori,
2018.01.06,0,0,Tottori,
2018.01.01,0,0,Tottori,
2018.01.01,0,0,Tottori,
2018.01.04,0,0,Tottori,
2018.01.04,0,0,Tottori,
2017.12.31,0,0,Tottori,
2018.01.05,0,0,Tottori,
2018.01.02,0,0,Tottori,
2018.01.06,0,0,Tottori,
2017.12.31,0,0,Toyama,
2018.01.02,0,0,Toyama,
2017.12.31,0,0,Toyama,
2018.01.02,0,0,Toyama,
2018.01.03,0,0,Toyama,
2018.01.01,0,0,Toyama,
2018.01.04,0,0,Toyama,
2018.01.06,0,0,Toyama,
2018.01.04,0,0,Toyama,
2018.01.01,0,0,Toyama,
2018.01.06,0,0,Toyama,
2018.01.05,0,0,Toyama,
2018.01.05,0,0,Toyama,
2018.01.03,0,0,Toyama,
2017.12.31,0,0,Wakayama,
2018.01.03,0,0,Wakayama,
2018.01.01,0,0,Wakayama,
2018.01.06,0,0,Wakayama,
2018.01.04,0,0,Wakayama,
2017.12.31,0,0,Wakayama,
2018.01.05,0,0,Wakayama,
2018.01.06,0,0,Wakayama,
2018.01.04,0,0,Wakayama,
2018.01.03,0,0,Wakayama,
2018.01.02,0,0,Wakayama,
2018.01.02,0,0,Wakayama,
2018.01.05,0,0,Wakayama,
2018.01.01,0,0,Wakayama,
2017.12.31,0,0,Yamagata,
2018.01.04,0,0,Yamagata,
2018.01.06,0,0,Yamagata,
2017.12.31,0,0,Yamagata,
2018.01.02,0,0,Yamagata,
2018.01.01,0,0,Yamagata,
2018.01.05,0,0,Yamagata,
2018.01.03,0,0,Yamagata,
2018.01.04,0,0,Yamagata,
2018.01.05,0,0,Yamagata,
2018.01.02,0,0,Yamagata,
2018.01.03,0,0,Yamagata,
2018.01.01,0,0,Yamagata,
2018.01.06,0,0,Yamagata,
2018.01.01,0,18,Yamaguchi,0
2018.01.02,37,18,Yamaguchi,15.235891
2018.01.04,0,18,Yamaguchi,0
2018.01.05,0,18,Yamaguchi,0
2018.01.01,0,18,Yamaguchi,0
2017.12.31,17,18,Yamaguchi,7.0002742
2017.12.31,17,18,Yamaguchi,7.0002742
2018.01.02,37,18,Yamaguchi,15.235891
2018.01.04,0,18,Yamaguchi,0
2018.01.03,0,18,Yamaguchi,0
2018.01.06,19,18,Yamaguchi,7.8238363
2018.01.05,0,18,Yamaguchi,0
2018.01.06,19,18,Yamaguchi,7.8238363
2018.01.03,0,18,Yamaguchi,0
2018.01.01,0,0,Yamanashi,
2018.01.04,0,0,Yamanashi,
2017.12.31,0,0,Yamanashi,
2018.01.03,0,0,Yamanashi,
2017.12.31,0,0,Yamanashi,
2018.01.06,0,0,Yamanashi,
2018.01.03,0,0,Yamanashi,
2018.01.05,0,0,Yamanashi,
2018.01.04,0,0,Yamanashi,
2018.01.06,0,0,Yamanashi,
2018.01.05,0,0,Yamanashi,
2018.01.01,0,0,Yamanashi,
2018.01.02,0,0,Yamanashi,
2018.01.02,0,0,Yamanashi,
2018.01.09,4,11,Aichi,1.0205556
2018.01.10,29,11,Aichi,7.3990278
2018.01.12,0,11,Aichi,0
2018.01.13,20,11,Aichi,5.102778
2018.01.07,4,11,Aichi,1.0205556
2018.01.07,4,11,Aichi,1.0205556
2018.01.11,4,11,Aichi,1.0205556
2018.01.08,11,11,Aichi,2.8065279
2018.01.13,20,11,Aichi,5.102778
2018.01.10,29,11,Aichi,7.3990278
2018.01.11,4,11,Aichi,1.0205556
2018.01.12,0,11,Aichi,0
2018.01.09,4,11,Aichi,1.0205556
2018.01.08,11,11,Aichi,2.8065279
2018.01.09,0,14,Akita,0
2018.01.12,0,14,Akita,0
2018.01.10,32,14,Akita,23.379999
2018.01.10,32,14,Akita,23.379999
2018.01.08,0,14,Akita,0
2018.01.11,0,14,Akita,0
2018.01.13,0,14,Akita,0
2018.01.07,0,14,Akita,0
2018.01.11,0,14,Akita,0
2018.01.08,0,14,Akita,0
2018.01.13,0,14,Akita,0
2018.01.07,0,14,Akita,0
2018.01.12,0,14,Akita,0
2018.01.09,0,14,Akita,0
2018.01.08,0,0,Aomori,
2018.01.13,0,0,Aomori,
2018.01.09,0,0,Aomori,
2018.01.11,0,0,Aomori,
2018.01.10,0,0,Aomori,
2018.01.07,0,0,Aomori,
2018.01.12,0,0,Aomori,
2018.01.07,0,0,Aomori,
2018.01.11,0,0,Aomori,
2018.01.08,0,0,Aomori,
2018.01.09,0,0,Aomori,
2018.01.13,0,0,Aomori,
2018.01.12,0,0,Aomori,
2018.01.10,0,0,Aomori,
2018.01.09,18,12,Chiba,4.6846757
2018.01.10,10,12,Chiba,2.6025975
2018.01.11,14,12,Chiba,3.6436367
2018.01.10,10,12,Chiba,2.6025975
2018.01.12,10,12,Chiba,2.6025975
2018.01.09,18,12,Chiba,4.6846757
2018.01.07,8,12,Chiba,2.0820782
2018.01.13,13,12,Chiba,3.3833771
2018.01.12,10,12,Chiba,2.6025975
2018.01.08,4,12,Chiba,1.0410391
2018.01.11,14,12,Chiba,3.6436367
2018.01.08,4,12,Chiba,1.0410391
2018.01.07,8,12,Chiba,2.0820782
2018.01.13,13,12,Chiba,3.3833771
2018.01.08,22,4,Ehime,6.6800003
2018.01.11,0,4,Ehime,0
2018.01.09,0,4,Ehime,0
2018.01.09,0,4,Ehime,0
2018.01.11,0,4,Ehime,0
2018.01.07,0,4,Ehime,0
2018.01.13,0,4,Ehime,0
2018.01.12,0,4,Ehime,0
2018.01.10,0,4,Ehime,0
2018.01.10,0,4,Ehime,0
2018.01.07,0,4,Ehime,0
2018.01.08,22,4,Ehime,6.6800003
2018.01.13,0,4,Ehime,0
